measure,sex,ga_label,ga_weeks,z_level,value
weight,female,35+5,35.714285714285715,3,3.91
weight,female,35+6,35.857142857142854,-3,1.42
weight,female,35+6,35.857142857142854,-2,1.84
weight,female,35+6,35.857142857142854,-1,2.21
weight,female,35+6,35.857142857142854,0,2.57
weight,female,35+6,35.857142857142854,1,2.97
weight,female,35+6,35.857142857142854,2,3.41
weight,female,35+6,35.857142857142854,3,3.94
weight,female,36+0,36.0,-3,1.45
weight,female,36+0,36.0,-2,1.87
weight,female,36+0,36.0,-1,2.24
weight,female,36+0,36.0,0,2.6
weight,female,36+0,36.0,1,3.0
weight,female,36+0,36.0,2,3.45
weight,female,36+0,36.0,3,3.97
weight,female,36+1,36.142857142857146,-3,1.48
weight,female,36+1,36.142857142857146,-2,1.9
weight,female,36+1,36.142857142857146,-1,2.27
weight,female,36+1,36.142857142857146,0,2.63
weight,female,36+1,36.142857142857146,1,3.03
weight,female,36+1,36.142857142857146,2,3.48
weight,female,36+1,36.142857142857146,3,4.01
weight,female,36+2,36.285714285714285,-3,1.51
weight,female,36+2,36.285714285714285,-2,1.93
weight,female,36+2,36.285714285714285,-1,2.3
weight,female,36+2,36.285714285714285,0,2.66
weight,female,36+2,36.285714285714285,1,3.06
weight,female,36+2,36.285714285714285,2,3.51
weight,female,36+2,36.285714285714285,3,4.04
weight,female,36+3,36.42857142857143,-3,1.53
weight,female,36+3,36.42857142857143,-2,1.96
weight,female,36+3,36.42857142857143,-1,2.33
weight,female,36+3,36.42857142857143,0,2.69
weight,female,36+3,36.42857142857143,1,3.09
weight,female,36+3,36.42857142857143,2,3.54
weight,female,36+3,36.42857142857143,3,4.07
weight,female,36+4,36.57142857142857,-3,1.56
weight,female,36+4,36.57142857142857,-2,1.99
weight,female,36+4,36.57142857142857,-1,2.36
weight,female,36+4,36.57142857142857,0,2.72
weight,female,36+4,36.57142857142857,1,3.12
weight,female,36+4,36.57142857142857,2,3.57
weight,female,36+4,36.57142857142857,3,4.1
weight,female,36+5,36.714285714285715,-3,1.59
weight,female,36+5,36.714285714285715,-2,2.01
weight,female,36+5,36.714285714285715,-1,2.38
weight,female,36+5,36.714285714285715,0,2.74
weight,female,36+5,36.714285714285715,1,3.15
weight,female,36+5,36.714285714285715,2,3.6
weight,female,36+5,36.714285714285715,3,4.13
weight,female,36+6,36.857142857142854,-3,1.61
weight,female,36+6,36.857142857142854,-2,2.04
weight,female,36+6,36.857142857142854,-1,2.41
weight,female,36+6,36.857142857142854,0,2.77
weight,female,36+6,36.857142857142854,1,3.17
weight,female,36+6,36.857142857142854,2,3.63
weight,female,36+6,36.857142857142854,3,4.16
weight,female,37+0,37.0,-3,1.64
weight,female,37+0,37.0,-2,2.06
weight,female,37+0,37.0,-1,2.44
weight,female,37+0,37.0,0,2.8
weight,female,37+0,37.0,1,3.2
weight,female,37+0,37.0,2,3.65
weight,female,37+0,37.0,3,4.19
weight,female,37+1,37.142857142857146,-3,1.66
weight,female,37+1,37.142857142857146,-2,2.09
weight,female,37+1,37.142857142857146,-1,2.46
weight,female,37+1,37.142857142857146,0,2.83
weight,female,37+1,37.142857142857146,1,3.23
weight,female,37+1,37.142857142857146,2,3.68
weight,female,37+1,37.142857142857146,3,4.22
weight,female,37+2,37.285714285714285,-3,1.68
weight,female,37+2,37.285714285714285,-2,2.11
weight,female,37+2,37.285714285714285,-1,2.49
weight,female,37+2,37.285714285714285,0,2.85
weight,female,37+2,37.285714285714285,1,3.26
weight,female,37+2,37.285714285714285,2,3.71
weight,female,37+2,37.285714285714285,3,4.25
weight,female,37+3,37.42857142857143,-3,1.71
weight,female,37+3,37.42857142857143,-2,2.14
weight,female,37+3,37.42857142857143,-1,2.51
weight,female,37+3,37.42857142857143,0,2.88
weight,female,37+3,37.42857142857143,1,3.28
weight,female,37+3,37.42857142857143,2,3.74
weight,female,37+3,37.42857142857143,3,4.28
weight,female,37+4,37.57142857142857,-3,1.73
weight,female,37+4,37.57142857142857,-2,2.16
weight,female,37+4,37.57142857142857,-1,2.54
weight,female,37+4,37.57142857142857,0,2.9
weight,female,37+4,37.57142857142857,1,3.31
weight,female,37+4,37.57142857142857,2,3.76
weight,female,37+4,37.57142857142857,3,4.3
weight,female,37+5,37.714285714285715,-3,1.75
weight,female,37+5,37.714285714285715,-2,2.19
weight,female,37+5,37.714285714285715,-1,2.56
weight,female,37+5,37.714285714285715,0,2.93
weight,female,37+5,37.714285714285715,1,3.33
weight,female,37+5,37.714285714285715,2,3.79
weight,female,37+5,37.714285714285715,3,4.33
weight,female,37+6,37.857142857142854,-3,1.78
weight,female,37+6,37.857142857142854,-2,2.21
weight,female,37+6,37.857142857142854,-1,2.58
weight,female,37+6,37.857142857142854,0,2.95
weight,female,37+6,37.857142857142854,1,3.36
weight,female,37+6,37.857142857142854,2,3.82
weight,female,37+6,37.857142857142854,3,4.36
weight,female,38+0,38.0,-3,1.8
weight,female,38+0,38.0,-2,2.23
weight,female,38+0,38.0,-1,2.61
weight,female,38+0,38.0,0,2.97
weight,female,38+0,38.0,1,3.38
weight,female,38+0,38.0,2,3.84
weight,female,38+0,38.0,3,4.38
weight,female,38+1,38.142857142857146,-3,1.82
weight,female,38+1,38.142857142857146,-2,2.25
weight,female,38+1,38.142857142857146,-1,2.63
weight,female,38+1,38.142857142857146,0,3.0
weight,female,38+1,38.142857142857146,1,3.41
weight,female,38+1,38.142857142857146,2,3.86
weight,female,38+1,38.142857142857146,3,4.41
weight,female,38+2,38.285714285714285,-3,1.84
weight,female,38+2,38.285714285714285,-2,2.27
weight,female,38+2,38.285714285714285,-1,2.65
weight,female,38+2,38.285714285714285,0,3.02
weight,female,38+2,38.285714285714285,1,3.43
weight,female,38+2,38.285714285714285,2,3.89
weight,female,38+2,38.285714285714285,3,4.43
weight,female,38+3,38.42857142857143,-3,1.86
weight,female,38+3,38.42857142857143,-2,2.3
weight,female,38+3,38.42857142857143,-1,2.67
weight,female,38+3,38.42857142857143,0,3.04
weight,female,38+3,38.42857142857143,1,3.45
weight,female,38+3,38.42857142857143,2,3.91
weight,female,38+3,38.42857142857143,3,4.46
weight,female,38+4,38.57142857142857,-3,1.88
weight,female,38+4,38.57142857142857,-2,2.32
weight,female,38+4,38.57142857142857,-1,2.69
weight,female,38+4,38.57142857142857,0,3.06
weight,female,38+4,38.57142857142857,1,3.47
weight,female,38+4,38.57142857142857,2,3.94
weight,female,38+4,38.57142857142857,3,4.48
weight,female,38+5,38.714285714285715,-3,1.9
weight,female,38+5,38.714285714285715,-2,2.34
weight,female,38+5,38.714285714285715,-1,2.72
weight,female,38+5,38.714285714285715,0,3.09
weight,female,38+5,38.714285714285715,1,3.5
weight,female,38+5,38.714285714285715,2,3.96
weight,female,38+5,38.714285714285715,3,4.51
weight,female,38+6,38.857142857142854,-3,1.92
weight,female,38+6,38.857142857142854,-2,2.36
weight,female,38+6,38.857142857142854,-1,2.74
weight,female,38+6,38.857142857142854,0,3.11
weight,female,38+6,38.857142857142854,1,3.52
weight,female,38+6,38.857142857142854,2,3.98
weight,female,38+6,38.857142857142854,3,4.53
weight,female,39+0,39.0,-3,1.94
weight,female,39+0,39.0,-2,2.38
weight,female,39+0,39.0,-1,2.76
weight,female,39+0,39.0,0,3.13
weight,female,39+0,39.0,1,3.54
weight,female,39+0,39.0,2,4.0
weight,female,39+0,39.0,3,4.55
weight,female,39+1,39.142857142857146,-3,1.96
weight,female,39+1,39.142857142857146,-2,2.4
weight,female,39+1,39.142857142857146,-1,2.78
weight,female,39+1,39.142857142857146,0,3.15
weight,female,39+1,39.142857142857146,1,3.56
weight,female,39+1,39.142857142857146,2,4.02
weight,female,39+1,39.142857142857146,3,4.57
weight,female,39+2,39.285714285714285,-3,1.98
weight,female,39+2,39.285714285714285,-2,2.41
weight,female,39+2,39.285714285714285,-1,2.8
weight,female,39+2,39.285714285714285,0,3.17
weight,female,39+2,39.285714285714285,1,3.58
weight,female,39+2,39.285714285714285,2,4.05
weight,female,39+2,39.285714285714285,3,4.59
weight,female,39+3,39.42857142857143,-3,1.99
weight,female,39+3,39.42857142857143,-2,2.43
weight,female,39+3,39.42857142857143,-1,2.81
weight,female,39+3,39.42857142857143,0,3.19
weight,female,39+3,39.42857142857143,1,3.6
weight,female,39+3,39.42857142857143,2,4.07
weight,female,39+3,39.42857142857143,3,4.62
weight,female,39+4,39.57142857142857,-3,2.01
weight,female,39+4,39.57142857142857,-2,2.45
weight,female,39+4,39.57142857142857,-1,2.83
weight,female,39+4,39.57142857142857,0,3.21
weight,female,39+4,39.57142857142857,1,3.62
weight,female,39+4,39.57142857142857,2,4.09
weight,female,39+4,39.57142857142857,3,4.64
weight,female,39+5,39.714285714285715,-3,2.03
weight,female,39+5,39.714285714285715,-2,2.47
weight,female,39+5,39.714285714285715,-1,2.85
weight,female,39+5,39.714285714285715,0,3.22
weight,female,39+5,39.714285714285715,1,3.64
weight,female,39+5,39.714285714285715,2,4.11
weight,female,39+5,39.714285714285715,3,4.66
weight,female,39+6,39.857142857142854,-3,2.04
weight,female,39+6,39.857142857142854,-2,2.48
weight,female,39+6,39.857142857142854,-1,2.87
weight,female,39+6,39.857142857142854,0,3.24
weight,female,39+6,39.857142857142854,1,3.66
weight,female,39+6,39.857142857142854,2,4.12
weight,female,39+6,39.857142857142854,3,4.68
weight,female,40+0,40.0,-3,2.06
weight,female,40+0,40.0,-2,2.5
weight,female,40+0,40.0,-1,2.88
weight,female,40+0,40.0,0,3.26
weight,female,40+0,40.0,1,3.68
weight,female,40+0,40.0,2,4.14
weight,female,40+0,40.0,3,4.7
weight,female,40+1,40.142857142857146,-3,2.08
weight,female,40+1,40.142857142857146,-2,2.52
weight,female,40+1,40.142857142857146,-1,2.9
weight,female,40+1,40.142857142857146,0,3.28
weight,female,40+1,40.142857142857146,1,3.69
weight,female,40+1,40.142857142857146,2,4.16
weight,female,40+1,40.142857142857146,3,4.72
weight,female,40+2,40.285714285714285,-3,2.09
weight,female,40+2,40.285714285714285,-2,2.53
weight,female,40+2,40.285714285714285,-1,2.92
weight,female,40+2,40.285714285714285,0,3.29
weight,female,40+2,40.285714285714285,1,3.71
weight,female,40+2,40.285714285714285,2,4.18
weight,female,40+2,40.285714285714285,3,4.73
weight,female,40+3,40.42857142857143,-3,2.11
weight,female,40+3,40.42857142857143,-2,2.55
weight,female,40+3,40.42857142857143,-1,2.93
weight,female,40+3,40.42857142857143,0,3.31
weight,female,40+3,40.42857142857143,1,3.73
weight,female,40+3,40.42857142857143,2,4.2
weight,female,40+3,40.42857142857143,3,4.75
weight,female,40+4,40.57142857142857,-3,2.12
weight,female,40+4,40.57142857142857,-2,2.56
