measure,sex,ga_label,ga_weeks,z_level,value
length,female,39+5,39.714285714285715,2,52.3
length,female,39+5,39.714285714285715,3,54.2
length,female,39+6,39.857142857142854,-3,43.8
length,female,39+6,39.857142857142854,-2,45.8
length,female,39+6,39.857142857142854,-1,47.6
length,female,39+6,39.857142857142854,0,49.2
length,female,39+6,39.857142857142854,1,50.7
length,female,39+6,39.857142857142854,2,52.4
length,female,39+6,39.857142857142854,3,54.3
length,female,40+0,40.0,-3,43.9
length,female,40+0,40.0,-2,45.9
length,female,40+0,40.0,-1,47.6
length,female,40+0,40.0,0,49.2
length,female,40+0,40.0,1,50.8
length,female,40+0,40.0,2,52.4
length,female,40+0,40.0,3,54.3
length,female,40+1,40.142857142857146,-3,44.0
length,female,40+1,40.142857142857146,-2,46.0
length,female,40+1,40.142857142857146,-1,47.7
length,female,40+1,40.142857142857146,0,49.3
length,female,40+1,40.142857142857146,1,50.9
length,female,40+1,40.142857142857146,2,52.5
length,female,40+1,40.142857142857146,3,54.4
length,female,40+2,40.285714285714285,-3,44.0
length,female,40+2,40.285714285714285,-2,46.1
length,female,40+2,40.285714285714285,-1,47.8
length,female,40+2,40.285714285714285,0,49.4
length,female,40+2,40.285714285714285,1,50.9
length,female,40+2,40.285714285714285,2,52.6
length,female,40+2,40.285714285714285,3,54.5
length,female,40+3,40.42857142857143,-3,44.1
length,female,40+3,40.42857142857143,-2,46.2
length,female,40+3,40.42857142857143,-1,47.9
length,female,40+3,40.42857142857143,0,49.5
length,female,40+3,40.42857142857143,1,51.0
length,female,40+3,40.42857142857143,2,52.6
length,female,40+3,40.42857142857143,3,54.5
length,female,40+4,40.57142857142857,-3,44.2
length,female,40+4,40.57142857142857,-2,46.2
length,female,40+4,40.57142857142857,-1,48.0
length,female,40+4,40.57142857142857,0,49.5
length,female,40+4,40.57142857142857,1,51.1
length,female,40+4,40.57142857142857,2,52.7
length,female,40+4,40.57142857142857,3,54.6
length,female,40+5,40.714285714285715,-3,44.3
length,female,40+5,40.714285714285715,-2,46.3
length,female,40+5,40.714285714285715,-1,48.0
length,female,40+5,40.714285714285715,0,49.6
length,female,40+5,40.714285714285715,1,51.1
length,female,40+5,40.714285714285715,2,52.8
length,female,40+5,40.714285714285715,3,54.7
length,female,40+6,40.857142857142854,-3,44.4
length,female,40+6,40.857142857142854,-2,46.4
length,female,40+6,40.857142857142854,-1,48.1
length,female,40+6,40.857142857142854,0,49.7
length,female,40+6,40.857142857142854,1,51.2
length,female,40+6,40.857142857142854,2,52.8
length,female,40+6,40.857142857142854,3,54.7
length,female,41+0,41.0,-3,44.5
length,female,41+0,41.0,-2,46.5
length,female,41+0,41.0,-1,48.2
length,female,41+0,41.0,0,49.8
length,female,41+0,41.0,1,51.3
length,female,41+0,41.0,2,52.9
length,female,41+0,41.0,3,54.8
length,female,41+1,41.142857142857146,-3,44.5
length,female,41+1,41.142857142857146,-2,46.6
length,female,41+1,41.142857142857146,-1,48.3
length,female,41+1,41.142857142857146,0,49.8
length,female,41+1,41.142857142857146,1,51.3
length,female,41+1,41.142857142857146,2,53.0
length,female,41+1,41.142857142857146,3,54.8
length,female,41+2,41.285714285714285,-3,44.6
length,female,41+2,41.285714285714285,-2,46.6
length,female,41+2,41.285714285714285,-1,48.3
length,female,41+2,41.285714285714285,0,49.9
length,female,41+2,41.285714285714285,1,51.4
length,female,41+2,41.285714285714285,2,53.0
length,female,41+2,41.285714285714285,3,54.9
length,female,41+3,41.42857142857143,-3,44.7
length,female,41+3,41.42857142857143,-2,46.7
length,female,41+3,41.42857142857143,-1,48.4
length,female,41+3,41.42857142857143,0,50.0
length,female,41+3,41.42857142857143,1,51.5
length,female,41+3,41.42857142857143,2,53.1
length,female,41+3,41.42857142857143,3,55.0
length,female,41+4,41.57142857142857,-3,44.8
length,female,41+4,41.57142857142857,-2,46.8
length,female,41+4,41.57142857142857,-1,48.5
length,female,41+4,41.57142857142857,0,50.0
length,female,41+4,41.57142857142857,1,51.5
length,female,41+4,41.57142857142857,2,53.2
length,female,41+4,41.57142857142857,3,55.0
length,female,41+5,41.714285714285715,-3,44.9
length,female,41+5,41.714285714285715,-2,46.8
length,female,41+5,41.714285714285715,-1,48.5
length,female,41+5,41.714285714285715,0,50.1
length,female,41+5,41.714285714285715,1,51.6
length,female,41+5,41.714285714285715,2,53.2
length,female,41+5,41.714285714285715,3,55.1
length,female,41+6,41.857142857142854,-3,44.9
length,female,41+6,41.857142857142854,-2,46.9
length,female,41+6,41.857142857142854,-1,48.6
length,female,41+6,41.857142857142854,0,50.2
length,female,41+6,41.857142857142854,1,51.7
length,female,41+6,41.857142857142854,2,53.3
length,female,41+6,41.857142857142854,3,55.1
length,female,42+0,42.0,-3,45.0
length,female,42+0,42.0,-2,47.0
length,female,42+0,42.0,-1,48.7
length,female,42+0,42.0,0,50.2
length,female,42+0,42.0,1,51.7
length,female,42+0,42.0,2,53.3
length,female,42+0,42.0,3,55.2
length,female,42+1,42.142857142857146,-3,45.1
length,female,42+1,42.142857142857146,-2,47.1
length,female,42+1,42.142857142857146,-1,48.7
length,female,42+1,42.142857142857146,0,50.3
length,female,42+1,42.142857142857146,1,51.8
length,female,42+1,42.142857142857146,2,53.4
length,female,42+1,42.142857142857146,3,55.2
length,female,42+2,42.285714285714285,-3,45.2
length,female,42+2,42.285714285714285,-2,47.1
length,female,42+2,42.285714285714285,-1,48.8
length,female,42+2,42.285714285714285,0,50.3
length,female,42+2,42.285714285714285,1,51.8
length,female,42+2,42.285714285714285,2,53.4
length,female,42+2,42.285714285714285,3,55.3
length,female,42+3,42.42857142857143,-3,45.2
length,female,42+3,42.42857142857143,-2,47.2
length,female,42+3,42.42857142857143,-1,48.9
length,female,42+3,42.42857142857143,0,50.4
length,female,42+3,42.42857142857143,1,51.9
length,female,42+3,42.42857142857143,2,53.5
length,female,42+3,42.42857142857143,3,55.3
length,female,42+4,42.57142857142857,-3,45.3
length,female,42+4,42.57142857142857,-2,47.3
length,female,42+4,42.57142857142857,-1,48.9
length,female,42+4,42.57142857142857,0,50.5
length,female,42+4,42.57142857142857,1,52.0
length,female,42+4,42.57142857142857,2,53.5
length,female,42+4,42.57142857142857,3,55.4
length,female,42+5,42.714285714285715,-3,45.4
length,female,42+5,42.714285714285715,-2,47.3
length,female,42+5,42.714285714285715,-1,49.0
length,female,42+5,42.714285714285715,0,50.5
length,female,42+5,42.714285714285715,1,52.0
length,female,42+5,42.714285714285715,2,53.6
length,female,42+5,42.714285714285715,3,55.4
length,female,42+6,42.857142857142854,-3,45.4
length,female,42+6,42.857142857142854,-2,47.4
length,female,42+6,42.857142857142854,-1,49.1
length,female,42+6,42.857142857142854,0,50.6
length,female,42+6,42.857142857142854,1,52.1
length,female,42+6,42.857142857142854,2,53.7
length,female,42+6,42.857142857142854,3,55.5
