measure,sex,ga_label,ga_weeks,z_level,value
weight,male,40+1,40.142857142857146,-1,3.01
weight,male,40+1,40.142857142857146,0,3.4
weight,male,40+1,40.142857142857146,1,3.83
weight,male,40+1,40.142857142857146,2,4.3
weight,male,40+1,40.142857142857146,3,4.88
weight,male,40+2,40.285714285714285,-3,2.14
weight,male,40+2,40.285714285714285,-2,2.62
weight,male,40+2,40.285714285714285,-1,3.03
weight,male,40+2,40.285714285714285,0,3.42
weight,male,40+2,40.285714285714285,1,3.85
weight,male,40+2,40.285714285714285,2,4.32
weight,male,40+2,40.285714285714285,3,4.9
weight,male,40+3,40.42857142857143,-3,2.16
weight,male,40+3,40.42857142857143,-2,2.64
weight,male,40+3,40.42857142857143,-1,3.05
weight,male,40+3,40.42857142857143,0,3.44
weight,male,40+3,40.42857142857143,1,3.86
weight,male,40+3,40.42857142857143,2,4.34
weight,male,40+3,40.42857142857143,3,4.92
weight,male,40+4,40.57142857142857,-3,2.17
weight,male,40+4,40.57142857142857,-2,2.66
weight,male,40+4,40.57142857142857,-1,3.07
weight,male,40+4,40.57142857142857,0,3.46
weight,male,40+4,40.57142857142857,1,3.88
weight,male,40+4,40.57142857142857,2,4.36
weight,male,40+4,40.57142857142857,3,4.94
weight,male,40+5,40.714285714285715,-3,2.19
weight,male,40+5,40.714285714285715,-2,2.68
weight,male,40+5,40.714285714285715,-1,3.09
weight,male,40+5,40.714285714285715,0,3.48
weight,male,40+5,40.714285714285715,1,3.9
weight,male,40+5,40.714285714285715,2,4.38
weight,male,40+5,40.714285714285715,3,4.95
weight,male,40+6,40.857142857142854,-3,2.21
weight,male,40+6,40.857142857142854,-2,2.7
weight,male,40+6,40.857142857142854,-1,3.1
weight,male,40+6,40.857142857142854,0,3.49
weight,male,40+6,40.857142857142854,1,3.92
weight,male,40+6,40.857142857142854,2,4.39
weight,male,40+6,40.857142857142854,3,4.97
weight,male,41+0,41.0,-3,2.23
weight,male,41+0,41.0,-2,2.71
weight,male,41+0,41.0,-1,3.12
weight,male,41+0,41.0,0,3.51
weight,male,41+0,41.0,1,3.93
weight,male,41+0,41.0,2,4.41
weight,male,41+0,41.0,3,4.99
weight,male,41+1,41.142857142857146,-3,2.25
weight,male,41+1,41.142857142857146,-2,2.73
weight,male,41+1,41.142857142857146,-1,3.14
weight,male,41+1,41.142857142857146,0,3.53
weight,male,41+1,41.142857142857146,1,3.95
weight,male,41+1,41.142857142857146,2,4.43
weight,male,41+1,41.142857142857146,3,5.0
weight,male,41+2,41.285714285714285,-3,2.26
weight,male,41+2,41.285714285714285,-2,2.75
weight,male,41+2,41.285714285714285,-1,3.16
weight,male,41+2,41.285714285714285,0,3.55
weight,male,41+2,41.285714285714285,1,3.97
weight,male,41+2,41.285714285714285,2,4.44
weight,male,41+2,41.285714285714285,3,5.02
weight,male,41+3,41.42857142857143,-3,2.28
weight,male,41+3,41.42857142857143,-2,2.76
weight,male,41+3,41.42857142857143,-1,3.17
weight,male,41+3,41.42857142857143,0,3.56
weight,male,41+3,41.42857142857143,1,3.98
weight,male,41+3,41.42857142857143,2,4.46
weight,male,41+3,41.42857142857143,3,5.04
weight,male,41+4,41.57142857142857,-3,2.3
weight,male,41+4,41.57142857142857,-2,2.78
weight,male,41+4,41.57142857142857,-1,3.19
weight,male,41+4,41.57142857142857,0,3.58
weight,male,41+4,41.57142857142857,1,4.0
weight,male,41+4,41.57142857142857,2,4.48
weight,male,41+4,41.57142857142857,3,5.05
weight,male,41+5,41.714285714285715,-3,2.31
weight,male,41+5,41.714285714285715,-2,2.8
weight,male,41+5,41.714285714285715,-1,3.2
weight,male,41+5,41.714285714285715,0,3.59
weight,male,41+5,41.714285714285715,1,4.02
weight,male,41+5,41.714285714285715,2,4.49
weight,male,41+5,41.714285714285715,3,5.07
