ga_label,ga_weeks,measure,sex,value,z_level
54,54.0,length,male,55.68,-3.0
54,54.0,length,male,57.6,-2.0
54,54.0,length,male,59.57,-1.0
54,54.0,length,male,61.62,0.0
54,54.0,length,male,63.73,1.0
54,54.0,length,male,65.92,2.0
54,54.0,length,male,68.18,3.0
55,55.0,length,male,56.2,-3.0
55,55.0,length,male,58.13,-2.0
55,55.0,length,male,60.13,-1.0
55,55.0,length,male,62.2,0.0
55,55.0,length,male,64.33,1.0
55,55.0,length,male,66.54,2.0
55,55.0,length,male,68.83,3.0
56,56.0,length,male,56.7,-3.0
56,56.0,length,male,58.65,-2.0
56,56.0,length,male,60.67,-1.0
56,56.0,length,male,62.76,0.0
56,56.0,length,male,64.92,1.0
56,56.0,length,male,67.16,2.0
56,56.0,length,male,69.47,3.0
57,57.0,length,male,57.17,-3.0
57,57.0,length,male,59.15,-2.0
57,57.0,length,male,61.19,-1.0
57,57.0,length,male,63.3,0.0
57,57.0,length,male,65.49,1.0
57,57.0,length,male,67.75,2.0
57,57.0,length,male,70.09,3.0
58,58.0,length,male,57.64,-3.0
58,58.0,length,male,59.63,-2.0
58,58.0,length,male,61.7,-1.0
58,58.0,length,male,63.84,0.0
58,58.0,length,male,66.05,1.0
58,58.0,length,male,68.34,2.0
58,58.0,length,male,70.7,3.0
59,59.0,length,male,58.08,-3.0
59,59.0,length,male,60.1,-2.0
59,59.0,length,male,62.19,-1.0
59,59.0,length,male,64.35,0.0
59,59.0,length,male,66.59,1.0
59,59.0,length,male,68.9,2.0
59,59.0,length,male,71.3,3.0
60,60.0,length,male,58.52,-3.0
60,60.0,length,male,60.56,-2.0
60,60.0,length,male,62.67,-1.0
60,60.0,length,male,64.86,0.0
60,60.0,length,male,67.12,1.0
60,60.0,length,male,69.46,2.0
60,60.0,length,male,71.88,3.0
61,61.0,length,male,58.94,-3.0
61,61.0,length,male,61.0,-2.0
61,61.0,length,male,63.14,-1.0
61,61.0,length,male,65.35,0.0
61,61.0,length,male,67.64,1.0
61,61.0,length,male,70.0,2.0
61,61.0,length,male,72.45,3.0
62,62.0,length,male,59.35,-3.0
62,62.0,length,male,61.43,-2.0
62,62.0,length,male,63.59,-1.0
62,62.0,length,male,65.83,0.0
62,62.0,length,male,68.14,1.0
62,62.0,length,male,70.54,2.0
62,62.0,length,male,73.02,3.0
63,63.0,length,male,59.75,-3.0
63,63.0,length,male,61.85,-2.0
63,63.0,length,male,64.04,-1.0
63,63.0,length,male,66.3,0.0
63,63.0,length,male,68.64,1.0
63,63.0,length,male,71.06,2.0
63,63.0,length,male,73.57,3.0
64,64.0,length,male,60.13,-3.0
64,64.0,length,male,62.26,-2.0
64,64.0,length,male,64.47,-1.0
64,64.0,length,male,66.75,0.0
64,64.0,length,male,69.12,1.0
64,64.0,length,male,71.57,2.0
64,64.0,length,male,74.11,3.0
27,27.0,length,female,25.76,-3.0
28,28.0,length,female,27.68,-3.0
29,29.0,length,female,29.5,-3.0
30,30.0,length,female,31.24,-3.0
31,31.0,length,female,32.88,-3.0
32,32.0,length,female,34.43,-3.0
33,33.0,length,female,35.91,-3.0
34,34.0,length,female,37.3,-3.0
35,35.0,length,female,38.61,-3.0
36,36.0,length,female,39.85,-3.0
37,37.0,length,female,41.02,-3.0
38,38.0,length,female,42.13,-3.0
39,39.0,length,female,43.18,-3.0
40,40.0,length,female,44.17,-3.0
41,41.0,length,female,45.11,-3.0
42,42.0,length,female,46.01,-3.0
43,43.0,length,female,46.85,-3.0
44,44.0,length,female,47.66,-3.0
45,45.0,length,female,48.42,-3.0
46,46.0,length,female,49.15,-3.0
47,47.0,length,female,49.85,-3.0
48,48.0,length,female,50.52,-3.0
49,49.0,length,female,51.15,-3.0
50,50.0,length,female,51.76,-3.0
51,51.0,length,female,52.34,-3.0
52,52.0,length,female,52.9,-3.0
53,53.0,length,female,53.44,-3.0
54,54.0,length,female,53.96,-3.0
55,55.0,length,female,54.46,-3.0
56,56.0,length,female,54.94,-3.0
57,57.0,length,female,55.4,-3.0
58,58.0,length,female,55.85,-3.0
59,59.0,length,female,56.28,-3.0
60,60.0,length,female,56.7,-3.0
61,61.0,length,female,57.11,-3.0
62,62.0,length,female,57.51,-3.0
63,63.0,length,female,57.89,-3.0
64,64.0,length,female,58.27,-3.0
27,27.0,length,female,27.61,-2.0
28,28.0,length,female,29.5,-2.0
29,29.0,length,female,31.29,-2.0
30,30.0,length,female,33.0,-2.0
31,31.0,length,female,34.62,-2.0
32,32.0,length,female,36.16,-2.0
33,33.0,length,female,37.61,-2.0
34,34.0,length,female,38.98,-2.0
35,35.0,length,female,40.28,-2.0
36,36.0,length,female,41.52,-2.0
37,37.0,length,female,42.68,-2.0
38,38.0,length,female,43.79,-2.0
39,39.0,length,female,44.84,-2.0
40,40.0,length,female,45.83,-2.0
41,41.0,length,female,46.77,-2.0
42,42.0,length,female,47.67,-2.0
43,43.0,length,female,48.53,-2.0
44,44.0,length,female,49.34,-2.0
45,45.0,length,female,50.12,-2.0
46,46.0,length,female,50.87,-2.0
47,47.0,length,female,51.58,-2.0
48,48.0,length,female,52.26,-2.0
49,49.0,length,female,52.91,-2.0
50,50.0,length,female,53.53,-2.0
51,51.0,length,female,54.14,-2.0
52,52.0,length,female,54.72,-2.0
53,53.0,length,female,55.27,-2.0
54,54.0,length,female,55.81,-2.0
55,55.0,length,female,56.33,-2.0
56,56.0,length,female,56.83,-2.0
57,57.0,length,female,57.31,-2.0
58,58.0,length,female,57.78,-2.0
59,59.0,length,female,58.24,-2.0
60,60.0,length,female,58.68,-2.0
61,61.0,length,female,59.11,-2.0
62,62.0,length,female,59.53,-2.0
63,63.0,length,female,59.94,-2.0
64,64.0,length,female,60.33,-2.0
27,27.0,length,female,29.58,-1.0
28,28.0,length,female,31.43,-1.0
29,29.0,length,female,33.2,-1.0
30,30.0,length,female,34.87,-1.0
31,31.0,length,female,36.46,-1.0
32,32.0,length,female,37.97,-1.0
33,33.0,length,female,39.39,-1.0
34,34.0,length,female,40.75,-1.0
35,35.0,length,female,42.03,-1.0
36,36.0,length,female,43.25,-1.0
37,37.0,length,female,44.41,-1.0
38,38.0,length,female,45.51,-1.0
39,39.0,length,female,46.55,-1.0
40,40.0,length,female,47.55,-1.0
41,41.0,length,female,48.5,-1.0
42,42.0,length,female,49.4,-1.0
43,43.0,length,female,50.27,-1.0
44,44.0,length,female,51.09,-1.0
45,45.0,length,female,51.88,-1.0
46,46.0,length,female,52.64,-1.0
47,47.0,length,female,53.36,-1.0
48,48.0,length,female,54.06,-1.0
49,49.0,length,female,54.73,-1.0
50,50.0,length,female,55.37,-1.0
51,51.0,length,female,55.99,-1.0
52,52.0,length,female,56.59,-1.0
53,53.0,length,female,57.17,-1.0
54,54.0,length,female,57.72,-1.0
55,55.0,length,female,58.26,-1.0
56,56.0,length,female,58.79,-1.0
57,57.0,length,female,59.29,-1.0
58,58.0,length,female,59.79,-1.0
59,59.0,length,female,60.26,-1.0
60,60.0,length,female,60.73,-1.0
61,61.0,length,female,61.18,-1.0
62,62.0,length,female,61.62,-1.0
63,63.0,length,female,62.05,-1.0
64,64.0,length,female,62.47,-1.0
27,27.0,length,female,31.7,0.0
28,28.0,length,female,33.5,0.0
29,29.0,length,female,35.21,0.0
30,30.0,length,female,36.84,0.0
31,31.0,length,female,38.39,0.0
32,32.0,length,female,39.86,0.0
33,33.0,length,female,41.26,0.0
34,34.0,length,female,42.59,0.0
35,35.0,length,female,43.86,0.0
36,36.0,length,female,45.06,0.0
37,37.0,length,female,46.21,0.0
38,38.0,length,female,47.3,0.0
39,39.0,length,female,48.34,0.0
40,40.0,length,female,49.33,0.0
41,41.0,length,female,50.29,0.0
42,42.0,length,female,51.19,0.0
43,43.0,length,female,52.06,0.0
44,44.0,length,female,52.9,0.0
45,45.0,length,female,53.7,0.0
46,46.0,length,female,54.47,0.0
47,47.0,length,female,55.21,0.0
48,48.0,length,female,55.92,0.0
49,49.0,length,female,56.61,0.0
50,50.0,length,female,57.27,0.0
51,51.0,length,female,57.91,0.0
52,52.0,length,female,58.53,0.0
53,53.0,length,female,59.13,0.0
54,54.0,length,female,59.7,0.0
55,55.0,length,female,60.27,0.0
56,56.0,length,female,60.81,0.0
57,57.0,length,female,61.34,0.0
58,58.0,length,female,61.86,0.0
59,59.0,length,female,62.36,0.0
60,60.0,length,female,62.85,0.0
61,61.0,length,female,63.32,0.0
62,62.0,length,female,63.79,0.0
63,63.0,length,female,64.24,0.0
64,64.0,length,female,64.68,0.0
27,27.0,length,female,33.97,1.0
28,28.0,length,female,35.7,1.0
29,29.0,length,female,37.35,1.0
30,30.0,length,female,38.93,1.0
31,31.0,length,female,40.43,1.0
32,32.0,length,female,41.86,1.0
33,33.0,length,female,43.22,1.0
34,34.0,length,female,44.52,1.0
35,35.0,length,female,45.76,1.0
36,36.0,length,female,46.95,1.0
37,37.0,length,female,48.08,1.0
38,38.0,length,female,49.16,1.0
39,39.0,length,female,50.19,1.0
40,40.0,length,female,51.19,1.0
41,41.0,length,female,52.14,1.0
42,42.0,length,female,53.05,1.0
43,43.0,length,female,53.93,1.0
44,44.0,length,female,54.77,1.0
45,45.0,length,female,55.58,1.0
46,46.0,length,female,56.37,1.0
47,47.0,length,female,57.12,1.0
48,48.0,length,female,57.85,1.0
49,49.0,length,female,58.55,1.0
50,50.0,length,female,59.23,1.0
51,51.0,length,female,59.89,1.0
52,52.0,length,female,60.53,1.0
53,53.0,length,female,61.15,1.0
54,54.0,length,female,61.75,1.0
55,55.0,length,female,62.34,1.0
56,56.0,length,female,62.91,1.0
57,57.0,length,female,63.46,1.0
58,58.0,length,female,64.0,1.0
59,59.0,length,female,64.53,1.0
60,60.0,length,female,65.04,1.0
61,61.0,length,female,65.54,1.0
62,62.0,length,female,66.03,1.0
63,63.0,length,female,66.51,1.0
64,64.0,length,female,66.98,1.0
27,27.0,length,female,36.4,2.0
28,28.0,length,female,38.05,2.0
29,29.0,length,female,39.62,2.0
30,30.0,length,female,41.13,2.0
31,31.0,length,female,42.57,2.0
32,32.0,length,female,43.95,2.0
33,33.0,length,female,45.27,2.0
34,34.0,length,female,46.54,2.0
35,35.0,length,female,47.75,2.0
36,36.0,length,female,48.91,2.0
37,37.0,length,female,50.02,2.0
38,38.0,length,female,51.09,2.0
39,39.0,length,female,52.12,2.0
40,40.0,length,female,53.11,2.0
41,41.0,length,female,54.06,2.0
42,42.0,length,female,54.98,2.0
43,43.0,length,female,55.86,2.0
44,44.0,length,female,56.71,2.0
45,45.0,length,female,57.53,2.0
46,46.0,length,female,58.33,2.0
47,47.0,length,female,59.1,2.0
48,48.0,length,female,59.84,2.0
49,49.0,length,female,60.56,2.0
50,50.0,length,female,61.27,2.0
51,51.0,length,female,61.94,2.0
52,52.0,length,female,62.61,2.0
53,53.0,length,female,63.25,2.0
54,54.0,length,female,63.87,2.0
55,55.0,length,female,64.48,2.0
56,56.0,length,female,65.07,2.0
57,57.0,length,female,65.65,2.0
58,58.0,length,female,66.22,2.0
59,59.0,length,female,66.77,2.0
60,60.0,length,female,67.31,2.0
61,61.0,length,female,67.83,2.0
62,62.0,length,female,68.35,2.0
63,63.0,length,female,68.86,2.0
64,64.0,length,female,69.35,2.0
27,27.0,length,female,39.0,3.0
28,28.0,length,female,40.54,3.0
29,29.0,length,female,42.03,3.0
30,30.0,length,female,43.46,3.0
31,31.0,length,female,44.83,3.0
32,32.0,length,female,46.15,3.0
33,33.0,length,female,47.42,3.0
34,34.0,length,female,48.64,3.0
35,35.0,length,female,49.82,3.0
36,36.0,length,female,50.95,3.0
37,37.0,length,female,52.05,3.0
38,38.0,length,female,53.1,3.0
39,39.0,length,female,54.12,3.0
40,40.0,length,female,55.1,3.0
41,41.0,length,female,56.05,3.0
42,42.0,length,female,56.97,3.0
43,43.0,length,female,57.86,3.0
44,44.0,length,female,58.72,3.0
45,45.0,length,female,59.55,3.0
46,46.0,length,female,60.36,3.0
47,47.0,length,female,61.14,3.0
48,48.0,length,female,61.91,3.0
49,49.0,length,female,62.65,3.0
50,50.0,length,female,63.37,3.0
51,51.0,length,female,64.07,3.0
52,52.0,length,female,64.75,3.0
53,53.0,length,female,65.41,3.0
54,54.0,length,female,66.06,3.0
55,55.0,length,female,66.7,3.0
56,56.0,length,female,67.31,3.0
57,57.0,length,female,67.92,3.0
58,58.0,length,female,68.51,3.0
59,59.0,length,female,69.09,3.0
60,60.0,length,female,69.65,3.0
61,61.0,length,female,70.21,3.0
62,62.0,length,female,70.75,3.0
63,63.0,length,female,71.28,3.0
64,64.0,length,female,71.81,3.0
27,27.0,weight,male,0.36,-3.0
27,27.0,weight,male,0.44,-2.0
27,27.0,weight,male,0.55,-1.0
27,27.0,weight,male,0.67,0.0
27,27.0,weight,male,0.83,1.0
27,27.0,weight,male,1.02,2.0
27,27.0,weight,male,1.25,3.0
28,28.0,weight,male,0.46,-3.0
28,28.0,weight,male,0.56,-2.0
28,28.0,weight,male,0.68,-1.0
28,28.0,weight,male,0.83,0.0
28,28.0,weight,male,1.01,1.0
28,28.0,weight,male,1.23,2.0
28,28.0,weight,male,1.5,3.0
29,29.0,weight,male,0.57,-3.0
29,29.0,weight,male,0.69,-2.0
29,29.0,weight,male,0.83,-1.0
29,29.0,weight,male,1.0,0.0
29,29.0,weight,male,1.21,1.0
29,29.0,weight,male,1.46,2.0
29,29.0,weight,male,1.76,3.0
30,30.0,weight,male,0.69,-3.0
30,30.0,weight,male,0.83,-2.0
30,30.0,weight,male,0.99,-1.0
30,30.0,weight,male,1.19,0.0
30,30.0,weight,male,1.42,1.0
30,30.0,weight,male,1.7,2.0
30,30.0,weight,male,2.04,3.0
31,31.0,weight,male,0.83,-3.0
31,31.0,weight,male,0.98,-2.0
31,31.0,weight,male,1.17,-1.0
31,31.0,weight,male,1.39,0.0
31,31.0,weight,male,1.65,1.0
31,31.0,weight,male,1.96,2.0
31,31.0,weight,male,2.33,3.0
32,32.0,weight,male,0.97,-3.0
32,32.0,weight,male,1.14,-2.0
32,32.0,weight,male,1.35,-1.0
32,32.0,weight,male,1.6,0.0
32,32.0,weight,male,1.89,1.0
32,32.0,weight,male,2.23,2.0
32,32.0,weight,male,2.63,3.0
33,33.0,weight,male,1.11,-3.0
33,33.0,weight,male,1.31,-2.0
33,33.0,weight,male,1.54,-1.0
33,33.0,weight,male,1.81,0.0
33,33.0,weight,male,2.13,1.0
33,33.0,weight,male,2.5,2.0
33,33.0,weight,male,2.94,3.0
34,34.0,weight,male,1.27,-3.0
34,34.0,weight,male,1.49,-2.0
34,34.0,weight,male,1.74,-1.0
34,34.0,weight,male,2.04,0.0
34,34.0,weight,male,2.38,1.0
34,34.0,weight,male,2.79,2.0
34,34.0,weight,male,3.26,3.0
35,35.0,weight,male,1.43,-3.0
35,35.0,weight,male,1.66,-2.0
35,35.0,weight,male,1.94,-1.0
35,35.0,weight,male,2.26,0.0
35,35.0,weight,male,2.64,1.0
35,35.0,weight,male,3.08,2.0
35,35.0,weight,male,3.59,3.0
36,36.0,weight,male,1.59,-3.0
36,36.0,weight,male,1.85,-2.0
36,36.0,weight,male,2.15,-1.0
36,36.0,weight,male,2.5,0.0
36,36.0,weight,male,2.9,1.0
36,36.0,weight,male,3.37,2.0
36,36.0,weight,male,3.91,3.0
37,37.0,weight,male,1.75,-3.0
37,37.0,weight,male,2.03,-2.0
37,37.0,weight,male,2.36,-1.0
37,37.0,weight,male,2.73,0.0
37,37.0,weight,male,3.16,1.0
37,37.0,weight,male,3.66,2.0
37,37.0,weight,male,4.24,3.0
38,38.0,weight,male,1.92,-3.0
38,38.0,weight,male,2.22,-2.0
38,38.0,weight,male,2.56,-1.0
38,38.0,weight,male,2.96,0.0
38,38.0,weight,male,3.42,1.0
38,38.0,weight,male,3.96,2.0
38,38.0,weight,male,4.57,3.0
39,39.0,weight,male,2.09,-3.0
39,39.0,weight,male,2.41,-2.0
39,39.0,weight,male,2.77,-1.0
39,39.0,weight,male,3.2,0.0
39,39.0,weight,male,3.69,1.0
39,39.0,weight,male,4.25,2.0
39,39.0,weight,male,4.9,3.0
40,40.0,weight,male,2.25,-3.0
40,40.0,weight,male,2.59,-2.0
40,40.0,weight,male,2.98,-1.0
40,40.0,weight,male,3.43,0.0
40,40.0,weight,male,3.95,1.0
40,40.0,weight,male,4.54,2.0
40,40.0,weight,male,5.23,3.0
41,41.0,weight,male,2.42,-3.0
41,41.0,weight,male,2.78,-2.0
41,41.0,weight,male,3.19,-1.0
41,41.0,weight,male,3.66,0.0
41,41.0,weight,male,4.21,1.0
41,41.0,weight,male,4.84,2.0
41,41.0,weight,male,5.55,3.0
42,42.0,weight,male,2.58,-3.0
42,42.0,weight,male,2.96,-2.0
42,42.0,weight,male,3.4,-1.0
42,42.0,weight,male,3.89,0.0
42,42.0,weight,male,4.47,1.0
42,42.0,weight,male,5.12,2.0
42,42.0,weight,male,5.87,3.0
43,43.0,weight,male,2.74,-3.0
43,43.0,weight,male,3.14,-2.0
43,43.0,weight,male,3.6,-1.0
43,43.0,weight,male,4.12,0.0
43,43.0,weight,male,4.72,1.0
43,43.0,weight,male,5.41,2.0
43,43.0,weight,male,6.19,3.0
44,44.0,weight,male,2.9,-3.0
44,44.0,weight,male,3.32,-2.0
44,44.0,weight,male,3.8,-1.0
44,44.0,weight,male,4.34,0.0
44,44.0,weight,male,4.97,1.0
44,44.0,weight,male,5.68,2.0
44,44.0,weight,male,6.5,3.0
45,45.0,weight,male,3.06,-3.0
45,45.0,weight,male,3.49,-2.0
45,45.0,weight,male,3.99,-1.0
45,45.0,weight,male,4.56,0.0
45,45.0,weight,male,5.21,1.0
45,45.0,weight,male,5.96,2.0
45,45.0,weight,male,6.81,3.0
46,46.0,weight,male,3.21,-3.0
46,46.0,weight,male,3.66,-2.0
46,46.0,weight,male,4.18,-1.0
46,46.0,weight,male,4.78,0.0
46,46.0,weight,male,5.45,1.0
46,46.0,weight,male,6.23,2.0
46,46.0,weight,male,7.11,3.0
47,47.0,weight,male,3.36,-3.0
47,47.0,weight,male,3.83,-2.0
47,47.0,weight,male,4.37,-1.0
47,47.0,weight,male,4.99,0.0
47,47.0,weight,male,5.69,1.0
47,47.0,weight,male,6.49,2.0
47,47.0,weight,male,7.41,3.0
48,48.0,weight,male,3.5,-3.0
48,48.0,weight,male,3.99,-2.0
48,48.0,weight,male,4.55,-1.0
48,48.0,weight,male,5.19,0.0
48,48.0,weight,male,5.92,1.0
48,48.0,weight,male,6.75,2.0
48,48.0,weight,male,7.7,3.0
49,49.0,weight,male,3.64,-3.0
49,49.0,weight,male,4.15,-2.0
49,49.0,weight,male,4.73,-1.0
49,49.0,weight,male,5.39,0.0
49,49.0,weight,male,6.14,1.0
49,49.0,weight,male,7.0,2.0
49,49.0,weight,male,7.98,3.0
50,50.0,weight,male,3.78,-3.0
50,50.0,weight,male,4.3,-2.0
50,50.0,weight,male,4.9,-1.0
50,50.0,weight,male,5.59,0.0
50,50.0,weight,male,6.36,1.0
50,50.0,weight,male,7.25,2.0
50,50.0,weight,male,8.25,3.0
51,51.0,weight,male,3.91,-3.0
51,51.0,weight,male,4.45,-2.0
51,51.0,weight,male,5.07,-1.0
51,51.0,weight,male,5.77,0.0
51,51.0,weight,male,6.58,1.0
51,51.0,weight,male,7.49,2.0
51,51.0,weight,male,8.52,3.0
52,52.0,weight,male,4.04,-3.0
52,52.0,weight,male,4.6,-2.0
52,52.0,weight,male,5.24,-1.0
52,52.0,weight,male,5.96,0.0
52,52.0,weight,male,6.78,1.0
52,52.0,weight,male,7.72,2.0
52,52.0,weight,male,8.79,3.0
53,53.0,weight,male,4.17,-3.0
53,53.0,weight,male,4.74,-2.0
53,53.0,weight,male,5.39,-1.0
53,53.0,weight,male,6.14,0.0
53,53.0,weight,male,6.98,1.0
53,53.0,weight,male,7.95,2.0
53,53.0,weight,male,9.04,3.0
54,54.0,weight,male,4.29,-3.0
54,54.0,weight,male,4.88,-2.0
54,54.0,weight,male,5.55,-1.0
54,54.0,weight,male,6.31,0.0
54,54.0,weight,male,7.18,1.0
54,54.0,weight,male,8.17,2.0
54,54.0,weight,male,9.29,3.0
55,55.0,weight,male,4.4,-3.0
55,55.0,weight,male,5.01,-2.0
55,55.0,weight,male,5.7,-1.0
55,55.0,weight,male,6.48,0.0
55,55.0,weight,male,7.37,1.0
55,55.0,weight,male,8.38,2.0
55,55.0,weight,male,9.54,3.0
56,56.0,weight,male,4.52,-3.0
56,56.0,weight,male,5.14,-2.0
56,56.0,weight,male,5.84,-1.0
56,56.0,weight,male,6.65,0.0
56,56.0,weight,male,7.56,1.0
56,56.0,weight,male,8.59,2.0
56,56.0,weight,male,9.77,3.0
57,57.0,weight,male,4.63,-3.0
57,57.0,weight,male,5.26,-2.0
57,57.0,weight,male,5.98,-1.0
57,57.0,weight,male,6.8,0.0
57,57.0,weight,male,7.74,1.0
57,57.0,weight,male,8.8,2.0
57,57.0,weight,male,10.0,3.0
58,58.0,weight,male,4.73,-3.0
58,58.0,weight,male,5.38,-2.0
58,58.0,weight,male,6.12,-1.0
58,58.0,weight,male,6.96,0.0
58,58.0,weight,male,7.91,1.0
58,58.0,weight,male,9.0,2.0
58,58.0,weight,male,10.23,3.0
59,59.0,weight,male,4.84,-3.0
59,59.0,weight,male,5.5,-2.0
59,59.0,weight,male,6.25,-1.0
59,59.0,weight,male,7.11,0.0
59,59.0,weight,male,8.08,1.0
59,59.0,weight,male,9.19,2.0
59,59.0,weight,male,10.45,3.0
60,60.0,weight,male,4.94,-3.0
60,60.0,weight,male,5.61,-2.0
60,60.0,weight,male,6.38,-1.0
60,60.0,weight,male,7.25,0.0
60,60.0,weight,male,8.25,1.0
60,60.0,weight,male,9.37,2.0
60,60.0,weight,male,10.66,3.0
61,61.0,weight,male,5.03,-3.0
61,61.0,weight,male,5.72,-2.0
61,61.0,weight,male,6.5,-1.0
61,61.0,weight,male,7.39,0.0
61,61.0,weight,male,8.4,1.0
61,61.0,weight,male,9.55,2.0
61,61.0,weight,male,10.86,3.0
62,62.0,weight,male,5.12,-3.0
62,62.0,weight,male,5.83,-2.0
62,62.0,weight,male,6.62,-1.0
62,62.0,weight,male,7.53,0.0
62,62.0,weight,male,8.56,1.0
62,62.0,weight,male,9.73,2.0
62,62.0,weight,male,11.06,3.0
63,63.0,weight,male,5.21,-3.0
63,63.0,weight,male,5.93,-2.0
63,63.0,weight,male,6.74,-1.0
63,63.0,weight,male,7.66,0.0
63,63.0,weight,male,8.71,1.0
63,63.0,weight,male,9.9,2.0
63,63.0,weight,male,11.26,3.0
64,64.0,weight,male,5.3,-3.0
64,64.0,weight,male,6.02,-2.0
64,64.0,weight,male,6.85,-1.0
64,64.0,weight,male,7.79,0.0
64,64.0,weight,male,8.85,1.0
64,64.0,weight,male,10.07,2.0
64,64.0,weight,male,11.44,3.0
27,27.0,weight,female,0.33,-3.0
28,28.0,weight,female,0.42,-3.0
29,29.0,weight,female,0.52,-3.0
30,30.0,weight,female,0.63,-3.0
31,31.0,weight,female,0.75,-3.0
32,32.0,weight,female,0.88,-3.0
33,33.0,weight,female,1.02,-3.0
34,34.0,weight,female,1.16,-3.0
35,35.0,weight,female,1.3,-3.0
36,36.0,weight,female,1.45,-3.0
37,37.0,weight,female,1.6,-3.0
38,38.0,weight,female,1.75,-3.0
39,39.0,weight,female,1.91,-3.0
40,40.0,weight,female,2.06,-3.0
41,41.0,weight,female,2.21,-3.0
42,42.0,weight,female,2.36,-3.0
43,43.0,weight,female,2.5,-3.0
44,44.0,weight,female,2.65,-3.0
45,45.0,weight,female,2.79,-3.0
46,46.0,weight,female,2.93,-3.0
47,47.0,weight,female,3.06,-3.0
48,48.0,weight,female,3.2,-3.0
49,49.0,weight,female,3.32,-3.0
50,50.0,weight,female,3.45,-3.0
51,51.0,weight,female,3.57,-3.0
52,52.0,weight,female,3.69,-3.0
53,53.0,weight,female,3.8,-3.0
54,54.0,weight,female,3.91,-3.0
55,55.0,weight,female,4.02,-3.0
56,56.0,weight,female,4.12,-3.0
57,57.0,weight,female,4.23,-3.0
58,58.0,weight,female,4.32,-3.0
59,59.0,weight,female,4.42,-3.0
60,60.0,weight,female,4.51,-3.0
61,61.0,weight,female,4.59,-3.0
62,62.0,weight,female,4.68,-3.0
63,63.0,weight,female,4.76,-3.0
64,64.0,weight,female,4.84,-3.0
27,27.0,weight,female,0.4,-2.0
28,28.0,weight,female,0.51,-2.0
29,29.0,weight,female,0.63,-2.0
30,30.0,weight,female,0.76,-2.0
31,31.0,weight,female,0.9,-2.0
32,32.0,weight,female,1.04,-2.0
33,33.0,weight,female,1.2,-2.0
34,34.0,weight,female,1.36,-2.0
35,35.0,weight,female,1.52,-2.0
36,36.0,weight,female,1.69,-2.0
37,37.0,weight,female,1.86,-2.0
38,38.0,weight,female,2.03,-2.0
39,39.0,weight,female,2.2,-2.0
40,40.0,weight,female,2.37,-2.0
41,41.0,weight,female,2.54,-2.0
42,42.0,weight,female,2.7,-2.0
43,43.0,weight,female,2.87,-2.0
44,44.0,weight,female,3.03,-2.0
45,45.0,weight,female,3.19,-2.0
46,46.0,weight,female,3.34,-2.0
47,47.0,weight,female,3.5,-2.0
48,48.0,weight,female,3.64,-2.0
49,49.0,weight,female,3.79,-2.0
50,50.0,weight,female,3.93,-2.0
51,51.0,weight,female,4.07,-2.0
52,52.0,weight,female,4.2,-2.0
53,53.0,weight,female,4.33,-2.0
54,54.0,weight,female,4.45,-2.0
55,55.0,weight,female,4.57,-2.0
56,56.0,weight,female,4.69,-2.0
57,57.0,weight,female,4.8,-2.0
58,58.0,weight,female,4.91,-2.0
59,59.0,weight,female,5.02,-2.0
60,60.0,weight,female,5.12,-2.0
61,61.0,weight,female,5.22,-2.0
62,62.0,weight,female,5.32,-2.0
63,63.0,weight,female,5.41,-2.0
64,64.0,weight,female,5.5,-2.0
27,27.0,weight,female,0.5,-1.0
28,28.0,weight,female,0.62,-1.0
29,29.0,weight,female,0.76,-1.0
30,30.0,weight,female,0.91,-1.0
31,31.0,weight,female,1.06,-1.0
32,32.0,weight,female,1.23,-1.0
33,33.0,weight,female,1.41,-1.0
34,34.0,weight,female,1.59,-1.0
35,35.0,weight,female,1.77,-1.0
36,36.0,weight,female,1.96,-1.0
37,37.0,weight,female,2.15,-1.0
38,38.0,weight,female,2.34,-1.0
39,39.0,weight,female,2.53,-1.0
40,40.0,weight,female,2.72,-1.0
41,41.0,weight,female,2.91,-1.0
42,42.0,weight,female,3.1,-1.0
43,43.0,weight,female,3.28,-1.0
44,44.0,weight,female,3.47,-1.0
45,45.0,weight,female,3.64,-1.0
46,46.0,weight,female,3.82,-1.0
47,47.0,weight,female,3.99,-1.0
48,48.0,weight,female,4.16,-1.0
49,49.0,weight,female,4.32,-1.0
50,50.0,weight,female,4.48,-1.0
51,51.0,weight,female,4.63,-1.0
52,52.0,weight,female,4.78,-1.0
53,53.0,weight,female,4.92,-1.0
54,54.0,weight,female,5.07,-1.0
55,55.0,weight,female,5.2,-1.0
56,56.0,weight,female,5.33,-1.0
57,57.0,weight,female,5.46,-1.0
58,58.0,weight,female,5.59,-1.0
59,59.0,weight,female,5.71,-1.0
60,60.0,weight,female,5.82,-1.0
61,61.0,weight,female,5.94,-1.0
62,62.0,weight,female,6.05,-1.0
63,63.0,weight,female,6.15,-1.0
64,64.0,weight,female,6.25,-1.0
27,27.0,weight,female,0.61,0.0
28,28.0,weight,female,0.76,0.0
29,29.0,weight,female,0.91,0.0
30,30.0,weight,female,1.09,0.0
31,31.0,weight,female,1.27,0.0
32,32.0,weight,female,1.46,0.0
33,33.0,weight,female,1.65,0.0
34,34.0,weight,female,1.86,0.0
35,35.0,weight,female,2.07,0.0
36,36.0,weight,female,2.28,0.0
