measure,sex,ga_label,ga_weeks,z_level,value,source_file
length,male,33+1,33.142857142857146,0,44.0,international_newborn_size_boys_length_z_long.csv
length,male,33+1,33.142857142857146,1,46.1,international_newborn_size_boys_length_z_long.csv
length,male,33+1,33.142857142857146,2,48.4,international_newborn_size_boys_length_z_long.csv
length,male,33+1,33.142857142857146,3,51.3,international_newborn_size_boys_length_z_long.csv
length,male,33+2,33.285714285714285,-3,37.0,international_newborn_size_boys_length_z_long.csv
length,male,33+2,33.285714285714285,-2,39.8,international_newborn_size_boys_length_z_long.csv
length,male,33+2,33.285714285714285,-1,42.1,international_newborn_size_boys_length_z_long.csv
length,male,33+2,33.285714285714285,0,44.2,international_newborn_size_boys_length_z_long.csv
length,male,33+2,33.285714285714285,1,46.2,international_newborn_size_boys_length_z_long.csv
length,male,33+2,33.285714285714285,2,48.6,international_newborn_size_boys_length_z_long.csv
length,male,33+2,33.285714285714285,3,51.4,international_newborn_size_boys_length_z_long.csv
length,male,33+3,33.42857142857143,-3,37.2,international_newborn_size_boys_length_z_long.csv
length,male,33+3,33.42857142857143,-2,40.0,international_newborn_size_boys_length_z_long.csv
length,male,33+3,33.42857142857143,-1,42.3,international_newborn_size_boys_length_z_long.csv
length,male,33+3,33.42857142857143,0,44.3,international_newborn_size_boys_length_z_long.csv
length,male,33+3,33.42857142857143,1,46.4,international_newborn_size_boys_length_z_long.csv
length,male,33+3,33.42857142857143,2,48.7,international_newborn_size_boys_length_z_long.csv
length,male,33+3,33.42857142857143,3,51.5,international_newborn_size_boys_length_z_long.csv
length,male,33+4,33.57142857142857,-3,37.5,international_newborn_size_boys_length_z_long.csv
length,male,33+4,33.57142857142857,-2,40.2,international_newborn_size_boys_length_z_long.csv
length,male,33+4,33.57142857142857,-1,42.5,international_newborn_size_boys_length_z_long.csv
length,male,33+4,33.57142857142857,0,44.5,international_newborn_size_boys_length_z_long.csv
length,male,33+4,33.57142857142857,1,46.6,international_newborn_size_boys_length_z_long.csv
length,male,33+4,33.57142857142857,2,48.8,international_newborn_size_boys_length_z_long.csv
length,male,33+4,33.57142857142857,3,51.6,international_newborn_size_boys_length_z_long.csv
length,male,33+5,33.714285714285715,-3,37.7,international_newborn_size_boys_length_z_long.csv
length,male,33+5,33.714285714285715,-2,40.4,international_newborn_size_boys_length_z_long.csv
length,male,33+5,33.714285714285715,-1,42.6,international_newborn_size_boys_length_z_long.csv
length,male,33+5,33.714285714285715,0,44.7,international_newborn_size_boys_length_z_long.csv
length,male,33+5,33.714285714285715,1,46.7,international_newborn_size_boys_length_z_long.csv
length,male,33+5,33.714285714285715,2,49.0,international_newborn_size_boys_length_z_long.csv
length,male,33+5,33.714285714285715,3,51.7,international_newborn_size_boys_length_z_long.csv
length,male,33+6,33.857142857142854,-3,37.9,international_newborn_size_boys_length_z_long.csv
length,male,33+6,33.857142857142854,-2,40.6,international_newborn_size_boys_length_z_long.csv
length,male,33+6,33.857142857142854,-1,42.8,international_newborn_size_boys_length_z_long.csv
length,male,33+6,33.857142857142854,0,44.8,international_newborn_size_boys_length_z_long.csv
length,male,33+6,33.857142857142854,1,46.9,international_newborn_size_boys_length_z_long.csv
length,male,33+6,33.857142857142854,2,49.1,international_newborn_size_boys_length_z_long.csv
length,male,33+6,33.857142857142854,3,51.8,international_newborn_size_boys_length_z_long.csv
length,male,34+0,34.0,-3,38.1,international_newborn_size_boys_length_z_long.csv
length,male,34+0,34.0,-2,40.8,international_newborn_size_boys_length_z_long.csv
length,male,34+0,34.0,-1,43.0,international_newborn_size_boys_length_z_long.csv
length,male,34+0,34.0,0,45.0,international_newborn_size_boys_length_z_long.csv
length,male,34+0,34.0,1,47.0,international_newborn_size_boys_length_z_long.csv
length,male,34+0,34.0,2,49.2,international_newborn_size_boys_length_z_long.csv
length,male,34+0,34.0,3,52.0,international_newborn_size_boys_length_z_long.csv
length,male,34+1,34.142857142857146,-3,38.3,international_newborn_size_boys_length_z_long.csv
length,male,34+1,34.142857142857146,-2,41.0,international_newborn_size_boys_length_z_long.csv
length,male,34+1,34.142857142857146,-1,43.1,international_newborn_size_boys_length_z_long.csv
length,male,34+1,34.142857142857146,0,45.1,international_newborn_size_boys_length_z_long.csv
length,male,34+1,34.142857142857146,1,47.1,international_newborn_size_boys_length_z_long.csv
length,male,34+1,34.142857142857146,2,49.4,international_newborn_size_boys_length_z_long.csv
length,male,34+1,34.142857142857146,3,52.1,international_newborn_size_boys_length_z_long.csv
length,male,34+2,34.285714285714285,-3,38.5,international_newborn_size_boys_length_z_long.csv
length,male,34+2,34.285714285714285,-2,41.1,international_newborn_size_boys_length_z_long.csv
length,male,34+2,34.285714285714285,-1,43.3,international_newborn_size_boys_length_z_long.csv
length,male,34+2,34.285714285714285,0,45.3,international_newborn_size_boys_length_z_long.csv
length,male,34+2,34.285714285714285,1,47.3,international_newborn_size_boys_length_z_long.csv
length,male,34+2,34.285714285714285,2,49.5,international_newborn_size_boys_length_z_long.csv
length,male,34+2,34.285714285714285,3,52.2,international_newborn_size_boys_length_z_long.csv
length,male,34+3,34.42857142857143,-3,38.7,international_newborn_size_boys_length_z_long.csv
length,male,34+3,34.42857142857143,-2,41.3,international_newborn_size_boys_length_z_long.csv
length,male,34+3,34.42857142857143,-1,43.5,international_newborn_size_boys_length_z_long.csv
length,male,34+3,34.42857142857143,0,45.4,international_newborn_size_boys_length_z_long.csv
length,male,34+3,34.42857142857143,1,47.4,international_newborn_size_boys_length_z_long.csv
length,male,34+3,34.42857142857143,2,49.6,international_newborn_size_boys_length_z_long.csv
length,male,34+3,34.42857142857143,3,52.3,international_newborn_size_boys_length_z_long.csv
length,male,34+4,34.57142857142857,-3,38.9,international_newborn_size_boys_length_z_long.csv
length,male,34+4,34.57142857142857,-2,41.5,international_newborn_size_boys_length_z_long.csv
length,male,34+4,34.57142857142857,-1,43.6,international_newborn_size_boys_length_z_long.csv
length,male,34+4,34.57142857142857,0,45.6,international_newborn_size_boys_length_z_long.csv
length,male,34+4,34.57142857142857,1,47.6,international_newborn_size_boys_length_z_long.csv
length,male,34+4,34.57142857142857,2,49.7,international_newborn_size_boys_length_z_long.csv
length,male,34+4,34.57142857142857,3,52.4,international_newborn_size_boys_length_z_long.csv
length,male,34+5,34.714285714285715,-3,39.1,international_newborn_size_boys_length_z_long.csv
length,male,34+5,34.714285714285715,-2,41.7,international_newborn_size_boys_length_z_long.csv
length,male,34+5,34.714285714285715,-1,43.8,international_newborn_size_boys_length_z_long.csv
length,male,34+5,34.714285714285715,0,45.7,international_newborn_size_boys_length_z_long.csv
length,male,34+5,34.714285714285715,1,47.7,international_newborn_size_boys_length_z_long.csv
length,male,34+5,34.714285714285715,2,49.9,international_newborn_size_boys_length_z_long.csv
length,male,34+5,34.714285714285715,3,52.5,international_newborn_size_boys_length_z_long.csv
length,male,34+6,34.857142857142854,-3,39.2,international_newborn_size_boys_length_z_long.csv
length,male,34+6,34.857142857142854,-2,41.8,international_newborn_size_boys_length_z_long.csv
length,male,34+6,34.857142857142854,-1,44.0,international_newborn_size_boys_length_z_long.csv
length,male,34+6,34.857142857142854,0,45.9,international_newborn_size_boys_length_z_long.csv
length,male,34+6,34.857142857142854,1,47.8,international_newborn_size_boys_length_z_long.csv
length,male,34+6,34.857142857142854,2,50.0,international_newborn_size_boys_length_z_long.csv
length,male,34+6,34.857142857142854,3,52.6,international_newborn_size_boys_length_z_long.csv
length,male,35+0,35.0,-3,39.4,international_newborn_size_boys_length_z_long.csv
length,male,35+0,35.0,-2,42.0,international_newborn_size_boys_length_z_long.csv
length,male,35+0,35.0,-1,44.1,international_newborn_size_boys_length_z_long.csv
length,male,35+0,35.0,0,46.0,international_newborn_size_boys_length_z_long.csv
length,male,35+0,35.0,1,48.0,international_newborn_size_boys_length_z_long.csv
length,male,35+0,35.0,2,50.1,international_newborn_size_boys_length_z_long.csv
length,male,35+0,35.0,3,52.7,international_newborn_size_boys_length_z_long.csv
length,male,35+1,35.142857142857146,-3,39.6,international_newborn_size_boys_length_z_long.csv
length,male,35+1,35.142857142857146,-2,42.2,international_newborn_size_boys_length_z_long.csv
length,male,35+1,35.142857142857146,-1,44.3,international_newborn_size_boys_length_z_long.csv
length,male,35+1,35.142857142857146,0,46.2,international_newborn_size_boys_length_z_long.csv
length,male,35+1,35.142857142857146,1,48.1,international_newborn_size_boys_length_z_long.csv
length,male,35+1,35.142857142857146,2,50.2,international_newborn_size_boys_length_z_long.csv
length,male,35+1,35.142857142857146,3,52.8,international_newborn_size_boys_length_z_long.csv
length,male,35+2,35.285714285714285,-3,39.8,international_newborn_size_boys_length_z_long.csv
length,male,35+2,35.285714285714285,-2,42.3,international_newborn_size_boys_length_z_long.csv
length,male,35+2,35.285714285714285,-1,44.4,international_newborn_size_boys_length_z_long.csv
length,male,35+2,35.285714285714285,0,46.3,international_newborn_size_boys_length_z_long.csv
length,male,35+2,35.285714285714285,1,48.2,international_newborn_size_boys_length_z_long.csv
length,male,35+2,35.285714285714285,2,50.3,international_newborn_size_boys_length_z_long.csv
length,male,35+2,35.285714285714285,3,52.9,international_newborn_size_boys_length_z_long.csv
length,male,35+3,35.42857142857143,-3,40.0,international_newborn_size_boys_length_z_long.csv
length,male,35+3,35.42857142857143,-2,42.5,international_newborn_size_boys_length_z_long.csv
length,male,35+3,35.42857142857143,-1,44.6,international_newborn_size_boys_length_z_long.csv
length,male,35+3,35.42857142857143,0,46.4,international_newborn_size_boys_length_z_long.csv
length,male,35+3,35.42857142857143,1,48.3,international_newborn_size_boys_length_z_long.csv
length,male,35+3,35.42857142857143,2,50.4,international_newborn_size_boys_length_z_long.csv
length,male,35+3,35.42857142857143,3,53.0,international_newborn_size_boys_length_z_long.csv
length,male,35+4,35.57142857142857,-3,40.1,international_newborn_size_boys_length_z_long.csv
length,male,35+4,35.57142857142857,-2,42.6,international_newborn_size_boys_length_z_long.csv
length,male,35+4,35.57142857142857,-1,44.7,international_newborn_size_boys_length_z_long.csv
length,male,35+4,35.57142857142857,0,46.6,international_newborn_size_boys_length_z_long.csv
length,male,35+4,35.57142857142857,1,48.5,international_newborn_size_boys_length_z_long.csv
length,male,35+4,35.57142857142857,2,50.6,international_newborn_size_boys_length_z_long.csv
length,male,35+4,35.57142857142857,3,53.1,international_newborn_size_boys_length_z_long.csv
length,male,35+5,35.714285714285715,-3,40.3,international_newborn_size_boys_length_z_long.csv
length,male,35+5,35.714285714285715,-2,42.8,international_newborn_size_boys_length_z_long.csv
length,male,35+5,35.714285714285715,-1,44.9,international_newborn_size_boys_length_z_long.csv
length,male,35+5,35.714285714285715,0,46.7,international_newborn_size_boys_length_z_long.csv
length,male,35+5,35.714285714285715,1,48.6,international_newborn_size_boys_length_z_long.csv
length,male,35+5,35.714285714285715,2,50.7,international_newborn_size_boys_length_z_long.csv
length,male,35+5,35.714285714285715,3,53.2,international_newborn_size_boys_length_z_long.csv
length,male,35+6,35.857142857142854,-3,40.5,international_newborn_size_boys_length_z_long.csv
length,male,35+6,35.857142857142854,-2,43.0,international_newborn_size_boys_length_z_long.csv
length,male,35+6,35.857142857142854,-1,45.0,international_newborn_size_boys_length_z_long.csv
length,male,35+6,35.857142857142854,0,46.8,international_newborn_size_boys_length_z_long.csv
length,male,35+6,35.857142857142854,1,48.7,international_newborn_size_boys_length_z_long.csv
length,male,35+6,35.857142857142854,2,50.8,international_newborn_size_boys_length_z_long.csv
length,male,35+6,35.857142857142854,3,53.3,international_newborn_size_boys_length_z_long.csv
length,male,36+0,36.0,-3,40.6,international_newborn_size_boys_length_z_long.csv
length,male,36+0,36.0,-2,43.1,international_newborn_size_boys_length_z_long.csv
length,male,36+0,36.0,-1,45.1,international_newborn_size_boys_length_z_long.csv
length,male,36+0,36.0,0,47.0,international_newborn_size_boys_length_z_long.csv
length,male,36+0,36.0,1,48.8,international_newborn_size_boys_length_z_long.csv
length,male,36+0,36.0,2,50.9,international_newborn_size_boys_length_z_long.csv
length,male,36+0,36.0,3,53.4,international_newborn_size_boys_length_z_long.csv
length,male,36+1,36.142857142857146,-3,40.8,international_newborn_size_boys_length_z_long.csv
length,male,36+1,36.142857142857146,-2,43.2,international_newborn_size_boys_length_z_long.csv
length,male,36+1,36.142857142857146,-1,45.3,international_newborn_size_boys_length_z_long.csv
length,male,36+1,36.142857142857146,0,47.1,international_newborn_size_boys_length_z_long.csv
length,male,36+1,36.142857142857146,1,48.9,international_newborn_size_boys_length_z_long.csv
length,male,36+1,36.142857142857146,2,51.0,international_newborn_size_boys_length_z_long.csv
length,male,36+1,36.142857142857146,3,53.5,international_newborn_size_boys_length_z_long.csv
length,male,36+2,36.285714285714285,-3,40.9,international_newborn_size_boys_length_z_long.csv
length,male,36+2,36.285714285714285,-2,43.4,international_newborn_size_boys_length_z_long.csv
length,male,36+2,36.285714285714285,-1,45.4,international_newborn_size_boys_length_z_long.csv
length,male,36+2,36.285714285714285,0,47.2,international_newborn_size_boys_length_z_long.csv
length,male,36+2,36.285714285714285,1,49.1,international_newborn_size_boys_length_z_long.csv
length,male,36+2,36.285714285714285,2,51.1,international_newborn_size_boys_length_z_long.csv
length,male,36+2,36.285714285714285,3,53.6,international_newborn_size_boys_length_z_long.csv
length,male,36+3,36.42857142857143,-3,41.1,international_newborn_size_boys_length_z_long.csv
length,male,36+3,36.42857142857143,-2,43.5,international_newborn_size_boys_length_z_long.csv
length,male,36+3,36.42857142857143,-1,45.5,international_newborn_size_boys_length_z_long.csv
length,male,36+3,36.42857142857143,0,47.4,international_newborn_size_boys_length_z_long.csv
length,male,36+3,36.42857142857143,1,49.2,international_newborn_size_boys_length_z_long.csv
length,male,36+3,36.42857142857143,2,51.2,international_newborn_size_boys_length_z_long.csv
length,male,36+3,36.42857142857143,3,53.7,international_newborn_size_boys_length_z_long.csv
length,male,36+4,36.57142857142857,-3,41.3,international_newborn_size_boys_length_z_long.csv
length,male,36+4,36.57142857142857,-2,43.7,international_newborn_size_boys_length_z_long.csv
length,male,36+4,36.57142857142857,-1,45.7,international_newborn_size_boys_length_z_long.csv
length,male,36+4,36.57142857142857,0,47.5,international_newborn_size_boys_length_z_long.csv
length,male,36+4,36.57142857142857,1,49.3,international_newborn_size_boys_length_z_long.csv
length,male,36+4,36.57142857142857,2,51.3,international_newborn_size_boys_length_z_long.csv
length,male,36+4,36.57142857142857,3,53.8,international_newborn_size_boys_length_z_long.csv
length,male,36+5,36.714285714285715,-3,41.4,international_newborn_size_boys_length_z_long.csv
length,male,36+5,36.714285714285715,-2,43.8,international_newborn_size_boys_length_z_long.csv
length,male,36+5,36.714285714285715,-1,45.8,international_newborn_size_boys_length_z_long.csv
length,male,36+5,36.714285714285715,0,47.6,international_newborn_size_boys_length_z_long.csv
length,male,36+5,36.714285714285715,1,49.4,international_newborn_size_boys_length_z_long.csv
length,male,36+5,36.714285714285715,2,51.4,international_newborn_size_boys_length_z_long.csv
length,male,36+5,36.714285714285715,3,53.8,international_newborn_size_boys_length_z_long.csv
length,male,36+6,36.857142857142854,-3,41.6,international_newborn_size_boys_length_z_long.csv
length,male,36+6,36.857142857142854,-2,44.0,international_newborn_size_boys_length_z_long.csv
length,male,36+6,36.857142857142854,-1,45.9,international_newborn_size_boys_length_z_long.csv
length,male,36+6,36.857142857142854,0,47.7,international_newborn_size_boys_length_z_long.csv
length,male,36+6,36.857142857142854,1,49.5,international_newborn_size_boys_length_z_long.csv
length,male,36+6,36.857142857142854,2,51.5,international_newborn_size_boys_length_z_long.csv
length,male,36+6,36.857142857142854,3,53.9,international_newborn_size_boys_length_z_long.csv
length,male,37+0,37.0,-3,41.7,international_newborn_size_boys_length_z_long.csv
length,male,37+0,37.0,-2,44.1,international_newborn_size_boys_length_z_long.csv
length,male,37+0,37.0,-1,46.1,international_newborn_size_boys_length_z_long.csv
length,male,37+0,37.0,0,47.8,international_newborn_size_boys_length_z_long.csv
length,male,37+0,37.0,1,49.6,international_newborn_size_boys_length_z_long.csv
length,male,37+0,37.0,2,51.6,international_newborn_size_boys_length_z_long.csv
length,male,37+0,37.0,3,54.0,international_newborn_size_boys_length_z_long.csv
length,male,37+1,37.142857142857146,-3,41.9,international_newborn_size_boys_length_z_long.csv
length,male,37+1,37.142857142857146,-2,44.2,international_newborn_size_boys_length_z_long.csv
length,male,37+1,37.142857142857146,-1,46.2,international_newborn_size_boys_length_z_long.csv
length,male,37+1,37.142857142857146,0,47.9,international_newborn_size_boys_length_z_long.csv
length,male,37+1,37.142857142857146,1,49.7,international_newborn_size_boys_length_z_long.csv
length,male,37+1,37.142857142857146,2,51.7,international_newborn_size_boys_length_z_long.csv
length,male,37+1,37.142857142857146,3,54.1,international_newborn_size_boys_length_z_long.csv
length,male,37+2,37.285714285714285,-3,42.0,international_newborn_size_boys_length_z_long.csv
length,male,37+2,37.285714285714285,-2,44.4,international_newborn_size_boys_length_z_long.csv
length,male,37+2,37.285714285714285,-1,46.3,international_newborn_size_boys_length_z_long.csv
length,male,37+2,37.285714285714285,0,48.1,international_newborn_size_boys_length_z_long.csv
length,male,37+2,37.285714285714285,1,49.8,international_newborn_size_boys_length_z_long.csv
length,male,37+2,37.285714285714285,2,51.8,international_newborn_size_boys_length_z_long.csv
length,male,37+2,37.285714285714285,3,54.2,international_newborn_size_boys_length_z_long.csv
length,male,37+3,37.42857142857143,-3,42.1,international_newborn_size_boys_length_z_long.csv
length,male,37+3,37.42857142857143,-2,44.5,international_newborn_size_boys_length_z_long.csv
length,male,37+3,37.42857142857143,-1,46.4,international_newborn_size_boys_length_z_long.csv
length,male,37+3,37.42857142857143,0,48.2,international_newborn_size_boys_length_z_long.csv
length,male,37+3,37.42857142857143,1,49.9,international_newborn_size_boys_length_z_long.csv
length,male,37+3,37.42857142857143,2,51.9,international_newborn_size_boys_length_z_long.csv
length,male,37+3,37.42857142857143,3,54.3,international_newborn_size_boys_length_z_long.csv
length,male,37+4,37.57142857142857,-3,42.3,international_newborn_size_boys_length_z_long.csv
length,male,37+4,37.57142857142857,-2,44.6,international_newborn_size_boys_length_z_long.csv
length,male,37+4,37.57142857142857,-1,46.5,international_newborn_size_boys_length_z_long.csv
length,male,37+4,37.57142857142857,0,48.3,international_newborn_size_boys_length_z_long.csv
length,male,37+4,37.57142857142857,1,50.0,international_newborn_size_boys_length_z_long.csv
length,male,37+4,37.57142857142857,2,52.0,international_newborn_size_boys_length_z_long.csv
length,male,37+4,37.57142857142857,3,54.3,international_newborn_size_boys_length_z_long.csv
length,male,37+5,37.714285714285715,-3,42.4,international_newborn_size_boys_length_z_long.csv
length,male,37+5,37.714285714285715,-2,44.7,international_newborn_size_boys_length_z_long.csv
length,male,37+5,37.714285714285715,-1,46.7,international_newborn_size_boys_length_z_long.csv
length,male,37+5,37.714285714285715,0,48.4,international_newborn_size_boys_length_z_long.csv
length,male,37+5,37.714285714285715,1,50.1,international_newborn_size_boys_length_z_long.csv
length,male,37+5,37.714285714285715,2,52.1,international_newborn_size_boys_length_z_long.csv
length,male,37+5,37.714285714285715,3,54.4,international_newborn_size_boys_length_z_long.csv
length,male,37+6,37.857142857142854,-3,42.5,international_newborn_size_boys_length_z_long.csv
length,male,37+6,37.857142857142854,-2,44.9,international_newborn_size_boys_length_z_long.csv
length,male,37+6,37.857142857142854,-1,46.8,international_newborn_size_boys_length_z_long.csv
length,male,37+6,37.857142857142854,0,48.5,international_newborn_size_boys_length_z_long.csv
length,male,37+6,37.857142857142854,1,50.2,international_newborn_size_boys_length_z_long.csv
length,male,37+6,37.857142857142854,2,52.2,international_newborn_size_boys_length_z_long.csv
length,male,37+6,37.857142857142854,3,54.5,international_newborn_size_boys_length_z_long.csv
length,male,38+0,38.0,-3,42.7,international_newborn_size_boys_length_z_long.csv
length,male,38+0,38.0,-2,45.0,international_newborn_size_boys_length_z_long.csv
length,male,38+0,38.0,-1,46.9,international_newborn_size_boys_length_z_long.csv
length,male,38+0,38.0,0,48.6,international_newborn_size_boys_length_z_long.csv
length,male,38+0,38.0,1,50.3,international_newborn_size_boys_length_z_long.csv
length,male,38+0,38.0,2,52.2,international_newborn_size_boys_length_z_long.csv
length,male,38+0,38.0,3,54.6,international_newborn_size_boys_length_z_long.csv
length,male,38+1,38.142857142857146,-3,42.8,international_newborn_size_boys_length_z_long.csv
length,male,38+1,38.142857142857146,-2,45.1,international_newborn_size_boys_length_z_long.csv
length,male,38+1,38.142857142857146,-1,47.0,international_newborn_size_boys_length_z_long.csv
length,male,38+1,38.142857142857146,0,48.7,international_newborn_size_boys_length_z_long.csv
length,male,38+1,38.142857142857146,1,50.4,international_newborn_size_boys_length_z_long.csv
length,male,38+1,38.142857142857146,2,52.3,international_newborn_size_boys_length_z_long.csv
length,male,38+1,38.142857142857146,3,54.7,international_newborn_size_boys_length_z_long.csv
length,male,38+2,38.285714285714285,-3,42.9,international_newborn_size_boys_length_z_long.csv
length,male,38+2,38.285714285714285,-2,45.2,international_newborn_size_boys_length_z_long.csv
length,male,38+2,38.285714285714285,-1,47.1,international_newborn_size_boys_length_z_long.csv
length,male,38+2,38.285714285714285,0,48.8,international_newborn_size_boys_length_z_long.csv
length,male,38+2,38.285714285714285,1,50.5,international_newborn_size_boys_length_z_long.csv
length,male,38+2,38.285714285714285,2,52.4,international_newborn_size_boys_length_z_long.csv
length,male,38+2,38.285714285714285,3,54.7,international_newborn_size_boys_length_z_long.csv
length,male,38+3,38.42857142857143,-3,43.1,international_newborn_size_boys_length_z_long.csv
length,male,38+3,38.42857142857143,-2,45.3,international_newborn_size_boys_length_z_long.csv
length,male,38+3,38.42857142857143,-1,47.2,international_newborn_size_boys_length_z_long.csv
length,male,38+3,38.42857142857143,0,48.9,international_newborn_size_boys_length_z_long.csv
length,male,38+3,38.42857142857143,1,50.6,international_newborn_size_boys_length_z_long.csv
length,male,38+3,38.42857142857143,2,52.5,international_newborn_size_boys_length_z_long.csv
length,male,38+3,38.42857142857143,3,54.8,international_newborn_size_boys_length_z_long.csv
length,male,38+4,38.57142857142857,-3,43.2,international_newborn_size_boys_length_z_long.csv
length,male,38+4,38.57142857142857,-2,45.5,international_newborn_size_boys_length_z_long.csv
length,male,38+4,38.57142857142857,-1,47.3,international_newborn_size_boys_length_z_long.csv
length,male,38+4,38.57142857142857,0,49.0,international_newborn_size_boys_length_z_long.csv
length,male,38+4,38.57142857142857,1,50.7,international_newborn_size_boys_length_z_long.csv
length,male,38+4,38.57142857142857,2,52.6,international_newborn_size_boys_length_z_long.csv
length,male,38+4,38.57142857142857,3,54.9,international_newborn_size_boys_length_z_long.csv
length,male,38+5,38.714285714285715,-3,43.3,international_newborn_size_boys_length_z_long.csv
length,male,38+5,38.714285714285715,-2,45.6,international_newborn_size_boys_length_z_long.csv
length,male,38+5,38.714285714285715,-1,47.4,international_newborn_size_boys_length_z_long.csv
length,male,38+5,38.714285714285715,0,49.1,international_newborn_size_boys_length_z_long.csv
length,male,38+5,38.714285714285715,1,50.8,international_newborn_size_boys_length_z_long.csv
length,male,38+5,38.714285714285715,2,52.7,international_newborn_size_boys_length_z_long.csv
length,male,38+5,38.714285714285715,3,55.0,international_newborn_size_boys_length_z_long.csv
length,male,38+6,38.857142857142854,-3,43.4,international_newborn_size_boys_length_z_long.csv
length,male,38+6,38.857142857142854,-2,45.7,international_newborn_size_boys_length_z_long.csv
length,male,38+6,38.857142857142854,-1,47.5,international_newborn_size_boys_length_z_long.csv
length,male,38+6,38.857142857142854,0,49.2,international_newborn_size_boys_length_z_long.csv
length,male,38+6,38.857142857142854,1,50.9,international_newborn_size_boys_length_z_long.csv
length,male,38+6,38.857142857142854,2,52.7,international_newborn_size_boys_length_z_long.csv
length,male,38+6,38.857142857142854,3,55.0,international_newborn_size_boys_length_z_long.csv
length,male,39+0,39.0,-3,43.6,international_newborn_size_boys_length_z_long.csv
length,male,39+0,39.0,-2,45.8,international_newborn_size_boys_length_z_long.csv
length,male,39+0,39.0,-1,47.6,international_newborn_size_boys_length_z_long.csv
length,male,39+0,39.0,0,49.3,international_newborn_size_boys_length_z_long.csv
length,male,39+0,39.0,1,51.0,international_newborn_size_boys_length_z_long.csv
length,male,39+0,39.0,2,52.8,international_newborn_size_boys_length_z_long.csv
length,male,39+0,39.0,3,55.1,international_newborn_size_boys_length_z_long.csv
length,male,39+1,39.142857142857146,-3,43.7,international_newborn_size_boys_length_z_long.csv
length,male,39+1,39.142857142857146,-2,45.9,international_newborn_size_boys_length_z_long.csv
length,male,39+1,39.142857142857146,-1,47.7,international_newborn_size_boys_length_z_long.csv
length,male,39+1,39.142857142857146,0,49.4,international_newborn_size_boys_length_z_long.csv
length,male,39+1,39.142857142857146,1,51.1,international_newborn_size_boys_length_z_long.csv
length,male,39+1,39.142857142857146,2,52.9,international_newborn_size_boys_length_z_long.csv
length,male,39+1,39.142857142857146,3,55.2,international_newborn_size_boys_length_z_long.csv
length,male,39+2,39.285714285714285,-3,43.8,international_newborn_size_boys_length_z_long.csv
length,male,39+2,39.285714285714285,-2,46.0,international_newborn_size_boys_length_z_long.csv
length,male,39+2,39.285714285714285,-1,47.8,international_newborn_size_boys_length_z_long.csv
length,male,39+2,39.285714285714285,0,49.5,international_newborn_size_boys_length_z_long.csv
length,male,39+2,39.285714285714285,1,51.1,international_newborn_size_boys_length_z_long.csv
length,male,39+2,39.285714285714285,2,53.0,international_newborn_size_boys_length_z_long.csv
length,male,39+2,39.285714285714285,3,55.2,international_newborn_size_boys_length_z_long.csv
length,male,39+3,39.42857142857143,-3,43.9,international_newborn_size_boys_length_z_long.csv
length,male,39+3,39.42857142857143,-2,46.1,international_newborn_size_boys_length_z_long.csv
length,male,39+3,39.42857142857143,-1,47.9,international_newborn_size_boys_length_z_long.csv
length,male,39+3,39.42857142857143,0,49.6,international_newborn_size_boys_length_z_long.csv
length,male,39+3,39.42857142857143,1,51.2,international_newborn_size_boys_length_z_long.csv
length,male,39+3,39.42857142857143,2,53.1,international_newborn_size_boys_length_z_long.csv
length,male,39+3,39.42857142857143,3,55.3,international_newborn_size_boys_length_z_long.csv
length,male,39+4,39.57142857142857,-3,44.0,international_newborn_size_boys_length_z_long.csv
length,male,39+4,39.57142857142857,-2,46.2,international_newborn_size_boys_length_z_long.csv
length,male,39+4,39.57142857142857,-1,48.0,international_newborn_size_boys_length_z_long.csv
length,male,39+4,39.57142857142857,0,49.7,international_newborn_size_boys_length_z_long.csv
length,male,39+4,39.57142857142857,1,51.3,international_newborn_size_boys_length_z_long.csv
length,male,39+4,39.57142857142857,2,53.1,international_newborn_size_boys_length_z_long.csv
length,male,39+4,39.57142857142857,3,55.4,international_newborn_size_boys_length_z_long.csv
length,male,39+5,39.714285714285715,-3,44.1,international_newborn_size_boys_length_z_long.csv
length,male,39+5,39.714285714285715,-2,46.3,international_newborn_size_boys_length_z_long.csv
length,male,39+5,39.714285714285715,-1,48.1,international_newborn_size_boys_length_z_long.csv
length,male,39+5,39.714285714285715,0,49.8,international_newborn_size_boys_length_z_long.csv
length,male,39+5,39.714285714285715,1,51.4,international_newborn_size_boys_length_z_long.csv
length,male,39+5,39.714285714285715,2,53.2,international_newborn_size_boys_length_z_long.csv
length,male,39+5,39.714285714285715,3,55.4,international_newborn_size_boys_length_z_long.csv
length,male,39+6,39.857142857142854,-3,44.2,international_newborn_size_boys_length_z_long.csv
length,male,39+6,39.857142857142854,-2,46.4,international_newborn_size_boys_length_z_long.csv
length,male,39+6,39.857142857142854,-1,48.2,international_newborn_size_boys_length_z_long.csv
length,male,39+6,39.857142857142854,0,49.8,international_newborn_size_boys_length_z_long.csv
length,male,39+6,39.857142857142854,1,51.5,international_newborn_size_boys_length_z_long.csv
length,male,39+6,39.857142857142854,2,53.3,international_newborn_size_boys_length_z_long.csv
length,male,39+6,39.857142857142854,3,55.5,international_newborn_size_boys_length_z_long.csv
