measure,sex,ga_label,ga_weeks,z_level,value,source_file
length,female,34+2,34.285714285714285,3,50.6,international_newborn_size_girls_length_z_long.csv
length,female,34+3,34.42857142857143,-3,39.0,international_newborn_size_girls_length_z_long.csv
length,female,34+3,34.42857142857143,-2,41.3,international_newborn_size_girls_length_z_long.csv
length,female,34+3,34.42857142857143,-1,43.2,international_newborn_size_girls_length_z_long.csv
length,female,34+3,34.42857142857143,0,45.0,international_newborn_size_girls_length_z_long.csv
length,female,34+3,34.42857142857143,1,46.7,international_newborn_size_girls_length_z_long.csv
length,female,34+3,34.42857142857143,2,48.6,international_newborn_size_girls_length_z_long.csv
length,female,34+3,34.42857142857143,3,50.7,international_newborn_size_girls_length_z_long.csv
length,female,34+4,34.57142857142857,-3,39.2,international_newborn_size_girls_length_z_long.csv
length,female,34+4,34.57142857142857,-2,41.4,international_newborn_size_girls_length_z_long.csv
length,female,34+4,34.57142857142857,-1,43.4,international_newborn_size_girls_length_z_long.csv
length,female,34+4,34.57142857142857,0,45.2,international_newborn_size_girls_length_z_long.csv
length,female,34+4,34.57142857142857,1,46.9,international_newborn_size_girls_length_z_long.csv
length,female,34+4,34.57142857142857,2,48.7,international_newborn_size_girls_length_z_long.csv
length,female,34+4,34.57142857142857,3,50.8,international_newborn_size_girls_length_z_long.csv
length,female,34+5,34.714285714285715,-3,39.3,international_newborn_size_girls_length_z_long.csv
length,female,34+5,34.714285714285715,-2,41.6,international_newborn_size_girls_length_z_long.csv
length,female,34+5,34.714285714285715,-1,43.5,international_newborn_size_girls_length_z_long.csv
length,female,34+5,34.714285714285715,0,45.3,international_newborn_size_girls_length_z_long.csv
length,female,34+5,34.714285714285715,1,47.0,international_newborn_size_girls_length_z_long.csv
length,female,34+5,34.714285714285715,2,48.8,international_newborn_size_girls_length_z_long.csv
length,female,34+5,34.714285714285715,3,51.0,international_newborn_size_girls_length_z_long.csv
length,female,34+6,34.857142857142854,-3,39.5,international_newborn_size_girls_length_z_long.csv
length,female,34+6,34.857142857142854,-2,41.8,international_newborn_size_girls_length_z_long.csv
length,female,34+6,34.857142857142854,-1,43.7,international_newborn_size_girls_length_z_long.csv
length,female,34+6,34.857142857142854,0,45.4,international_newborn_size_girls_length_z_long.csv
length,female,34+6,34.857142857142854,1,47.1,international_newborn_size_girls_length_z_long.csv
length,female,34+6,34.857142857142854,2,49.0,international_newborn_size_girls_length_z_long.csv
length,female,34+6,34.857142857142854,3,51.1,international_newborn_size_girls_length_z_long.csv
length,female,35+0,35.0,-3,39.7,international_newborn_size_girls_length_z_long.csv
length,female,35+0,35.0,-2,41.9,international_newborn_size_girls_length_z_long.csv
length,female,35+0,35.0,-1,43.8,international_newborn_size_girls_length_z_long.csv
length,female,35+0,35.0,0,45.6,international_newborn_size_girls_length_z_long.csv
length,female,35+0,35.0,1,47.3,international_newborn_size_girls_length_z_long.csv
length,female,35+0,35.0,2,49.1,international_newborn_size_girls_length_z_long.csv
length,female,35+0,35.0,3,51.2,international_newborn_size_girls_length_z_long.csv
length,female,35+1,35.142857142857146,-3,39.8,international_newborn_size_girls_length_z_long.csv
length,female,35+1,35.142857142857146,-2,42.1,international_newborn_size_girls_length_z_long.csv
length,female,35+1,35.142857142857146,-1,44.0,international_newborn_size_girls_length_z_long.csv
length,female,35+1,35.142857142857146,0,45.7,international_newborn_size_girls_length_z_long.csv
length,female,35+1,35.142857142857146,1,47.4,international_newborn_size_girls_length_z_long.csv
length,female,35+1,35.142857142857146,2,49.2,international_newborn_size_girls_length_z_long.csv
length,female,35+1,35.142857142857146,3,51.3,international_newborn_size_girls_length_z_long.csv
length,female,35+2,35.285714285714285,-3,40.0,international_newborn_size_girls_length_z_long.csv
length,female,35+2,35.285714285714285,-2,42.2,international_newborn_size_girls_length_z_long.csv
length,female,35+2,35.285714285714285,-1,44.1,international_newborn_size_girls_length_z_long.csv
length,female,35+2,35.285714285714285,0,45.8,international_newborn_size_girls_length_z_long.csv
length,female,35+2,35.285714285714285,1,47.5,international_newborn_size_girls_length_z_long.csv
length,female,35+2,35.285714285714285,2,49.3,international_newborn_size_girls_length_z_long.csv
length,female,35+2,35.285714285714285,3,51.4,international_newborn_size_girls_length_z_long.csv
length,female,35+3,35.42857142857143,-3,40.1,international_newborn_size_girls_length_z_long.csv
length,female,35+3,35.42857142857143,-2,42.3,international_newborn_size_girls_length_z_long.csv
length,female,35+3,35.42857142857143,-1,44.2,international_newborn_size_girls_length_z_long.csv
length,female,35+3,35.42857142857143,0,46.0,international_newborn_size_girls_length_z_long.csv
length,female,35+3,35.42857142857143,1,47.7,international_newborn_size_girls_length_z_long.csv
length,female,35+3,35.42857142857143,2,49.5,international_newborn_size_girls_length_z_long.csv
length,female,35+3,35.42857142857143,3,51.5,international_newborn_size_girls_length_z_long.csv
length,female,35+4,35.57142857142857,-3,40.3,international_newborn_size_girls_length_z_long.csv
length,female,35+4,35.57142857142857,-2,42.5,international_newborn_size_girls_length_z_long.csv
length,female,35+4,35.57142857142857,-1,44.4,international_newborn_size_girls_length_z_long.csv
length,female,35+4,35.57142857142857,0,46.1,international_newborn_size_girls_length_z_long.csv
length,female,35+4,35.57142857142857,1,47.8,international_newborn_size_girls_length_z_long.csv
length,female,35+4,35.57142857142857,2,49.6,international_newborn_size_girls_length_z_long.csv
length,female,35+4,35.57142857142857,3,51.7,international_newborn_size_girls_length_z_long.csv
length,female,35+5,35.714285714285715,-3,40.4,international_newborn_size_girls_length_z_long.csv
length,female,35+5,35.714285714285715,-2,42.6,international_newborn_size_girls_length_z_long.csv
length,female,35+5,35.714285714285715,-1,44.5,international_newborn_size_girls_length_z_long.csv
length,female,35+5,35.714285714285715,0,46.2,international_newborn_size_girls_length_z_long.csv
length,female,35+5,35.714285714285715,1,47.9,international_newborn_size_girls_length_z_long.csv
length,female,35+5,35.714285714285715,2,49.7,international_newborn_size_girls_length_z_long.csv
length,female,35+5,35.714285714285715,3,51.8,international_newborn_size_girls_length_z_long.csv
length,female,35+6,35.857142857142854,-3,40.6,international_newborn_size_girls_length_z_long.csv
length,female,35+6,35.857142857142854,-2,42.8,international_newborn_size_girls_length_z_long.csv
length,female,35+6,35.857142857142854,-1,44.6,international_newborn_size_girls_length_z_long.csv
length,female,35+6,35.857142857142854,0,46.4,international_newborn_size_girls_length_z_long.csv
length,female,35+6,35.857142857142854,1,48.0,international_newborn_size_girls_length_z_long.csv
length,female,35+6,35.857142857142854,2,49.8,international_newborn_size_girls_length_z_long.csv
length,female,35+6,35.857142857142854,3,51.9,international_newborn_size_girls_length_z_long.csv
length,female,36+0,36.0,-3,40.7,international_newborn_size_girls_length_z_long.csv
length,female,36+0,36.0,-2,42.9,international_newborn_size_girls_length_z_long.csv
length,female,36+0,36.0,-1,44.8,international_newborn_size_girls_length_z_long.csv
length,female,36+0,36.0,0,46.5,international_newborn_size_girls_length_z_long.csv
length,female,36+0,36.0,1,48.1,international_newborn_size_girls_length_z_long.csv
length,female,36+0,36.0,2,49.9,international_newborn_size_girls_length_z_long.csv
length,female,36+0,36.0,3,52.0,international_newborn_size_girls_length_z_long.csv
length,female,36+1,36.142857142857146,-3,40.8,international_newborn_size_girls_length_z_long.csv
length,female,36+1,36.142857142857146,-2,43.0,international_newborn_size_girls_length_z_long.csv
length,female,36+1,36.142857142857146,-1,44.9,international_newborn_size_girls_length_z_long.csv
length,female,36+1,36.142857142857146,0,46.6,international_newborn_size_girls_length_z_long.csv
length,female,36+1,36.142857142857146,1,48.3,international_newborn_size_girls_length_z_long.csv
length,female,36+1,36.142857142857146,2,50.0,international_newborn_size_girls_length_z_long.csv
length,female,36+1,36.142857142857146,3,52.1,international_newborn_size_girls_length_z_long.csv
length,female,36+2,36.285714285714285,-3,41.0,international_newborn_size_girls_length_z_long.csv
length,female,36+2,36.285714285714285,-2,43.2,international_newborn_size_girls_length_z_long.csv
length,female,36+2,36.285714285714285,-1,45.0,international_newborn_size_girls_length_z_long.csv
length,female,36+2,36.285714285714285,0,46.7,international_newborn_size_girls_length_z_long.csv
length,female,36+2,36.285714285714285,1,48.4,international_newborn_size_girls_length_z_long.csv
length,female,36+2,36.285714285714285,2,50.1,international_newborn_size_girls_length_z_long.csv
length,female,36+2,36.285714285714285,3,52.2,international_newborn_size_girls_length_z_long.csv
length,female,36+3,36.42857142857143,-3,41.1,international_newborn_size_girls_length_z_long.csv
length,female,36+3,36.42857142857143,-2,43.3,international_newborn_size_girls_length_z_long.csv
length,female,36+3,36.42857142857143,-1,45.1,international_newborn_size_girls_length_z_long.csv
length,female,36+3,36.42857142857143,0,46.8,international_newborn_size_girls_length_z_long.csv
length,female,36+3,36.42857142857143,1,48.5,international_newborn_size_girls_length_z_long.csv
length,female,36+3,36.42857142857143,2,50.2,international_newborn_size_girls_length_z_long.csv
length,female,36+3,36.42857142857143,3,52.3,international_newborn_size_girls_length_z_long.csv
length,female,36+4,36.57142857142857,-3,41.3,international_newborn_size_girls_length_z_long.csv
length,female,36+4,36.57142857142857,-2,43.4,international_newborn_size_girls_length_z_long.csv
length,female,36+4,36.57142857142857,-1,45.3,international_newborn_size_girls_length_z_long.csv
length,female,36+4,36.57142857142857,0,47.0,international_newborn_size_girls_length_z_long.csv
length,female,36+4,36.57142857142857,1,48.6,international_newborn_size_girls_length_z_long.csv
length,female,36+4,36.57142857142857,2,50.4,international_newborn_size_girls_length_z_long.csv
length,female,36+4,36.57142857142857,3,52.4,international_newborn_size_girls_length_z_long.csv
length,female,36+5,36.714285714285715,-3,41.4,international_newborn_size_girls_length_z_long.csv
length,female,36+5,36.714285714285715,-2,43.5,international_newborn_size_girls_length_z_long.csv
length,female,36+5,36.714285714285715,-1,45.4,international_newborn_size_girls_length_z_long.csv
length,female,36+5,36.714285714285715,0,47.1,international_newborn_size_girls_length_z_long.csv
length,female,36+5,36.714285714285715,1,48.7,international_newborn_size_girls_length_z_long.csv
length,female,36+5,36.714285714285715,2,50.5,international_newborn_size_girls_length_z_long.csv
length,female,36+5,36.714285714285715,3,52.5,international_newborn_size_girls_length_z_long.csv
length,female,36+6,36.857142857142854,-3,41.5,international_newborn_size_girls_length_z_long.csv
length,female,36+6,36.857142857142854,-2,43.7,international_newborn_size_girls_length_z_long.csv
length,female,36+6,36.857142857142854,-1,45.5,international_newborn_size_girls_length_z_long.csv
length,female,36+6,36.857142857142854,0,47.2,international_newborn_size_girls_length_z_long.csv
