ga_label,ga_weeks,measure,sex,centile,value,ga_weeks_days
27,27,hc,male,50,25.64,27+5
27,27,hc,male,90,27.64,27+5
27,27,hc,male,95,28.2,27+5
27,27,hc,male,97,28.57,27+5
28,28,hc,male,3,22.96,28+0
28,28,hc,male,5,23.33,28+0
28,28,hc,male,10,23.89,28+0
28,28,hc,male,50,25.89,28+0
28,28,hc,male,90,27.89,28+0
28,28,hc,male,95,28.46,28+0
28,28,hc,male,97,28.83,28+0
28,28,hc,male,3,23.21,28+2
28,28,hc,male,5,23.58,28+2
28,28,hc,male,10,24.15,28+2
28,28,hc,male,50,26.15,28+2
28,28,hc,male,90,28.14,28+2
28,28,hc,male,95,28.71,28+2
28,28,hc,male,97,29.08,28+2
28,28,hc,male,3,23.47,28+4
28,28,hc,male,5,23.83,28+4
28,28,hc,male,10,24.4,28+4
28,28,hc,male,50,26.4,28+4
28,28,hc,male,90,28.4,28+4
28,28,hc,male,95,28.96,28+4
28,28,hc,male,97,29.33,28+4
28,28,hc,male,3,23.72,28+6
28,28,hc,male,5,24.09,28+6
28,28,hc,male,10,24.65,28+6
28,28,hc,male,50,26.65,28+6
28,28,hc,male,90,28.65,28+6
28,28,hc,male,95,29.22,28+6
28,28,hc,male,97,29.59,28+6
29,29,hc,male,3,23.97,29+1
29,29,hc,male,5,24.34,29+1
29,29,hc,male,10,24.91,29+1
29,29,hc,male,50,26.91,29+1
29,29,hc,male,90,28.91,29+1
29,29,hc,male,95,29.47,29+1
29,29,hc,male,97,29.84,29+1
29,29,hc,male,3,24.23,29+3
29,29,hc,male,5,24.59,29+3
29,29,hc,male,10,25.16,29+3
29,29,hc,male,50,27.16,29+3
29,29,hc,male,90,29.16,29+3
29,29,hc,male,95,29.73,29+3
29,29,hc,male,97,30.09,29+3
29,29,hc,male,3,24.48,29+5
29,29,hc,male,5,24.85,29+5
29,29,hc,male,10,25.41,29+5
29,29,hc,male,50,27.41,29+5
29,29,hc,male,90,29.41,29+5
29,29,hc,male,95,29.98,29+5
29,29,hc,male,97,30.35,29+5
30,30,hc,male,3,24.73,30+0
30,30,hc,male,5,25.1,30+0
30,30,hc,male,10,25.67,30+0
30,30,hc,male,50,27.67,30+0
30,30,hc,male,90,29.67,30+0
30,30,hc,male,95,30.23,30+0
30,30,hc,male,97,30.6,30+0
30,30,hc,male,3,24.99,30+2
30,30,hc,male,5,25.35,30+2
30,30,hc,male,10,25.92,30+2
30,30,hc,male,50,27.92,30+2
30,30,hc,male,90,29.92,30+2
30,30,hc,male,95,30.49,30+2
30,30,hc,male,97,30.85,30+2
30,30,hc,male,3,25.24,30+4
30,30,hc,male,5,25.61,30+4
30,30,hc,male,10,26.18,30+4
30,30,hc,male,50,28.17,30+4
30,30,hc,male,90,30.17,30+4
30,30,hc,male,95,30.74,30+4
30,30,hc,male,97,31.11,30+4
30,30,hc,male,3,25.49,30+6
30,30,hc,male,5,25.86,30+6
30,30,hc,male,10,26.43,30+6
30,30,hc,male,50,28.43,30+6
30,30,hc,male,90,30.43,30+6
30,30,hc,male,95,30.99,30+6
30,30,hc,male,97,31.36,30+6
31,31,hc,male,3,25.75,31+1
31,31,hc,male,5,26.12,31+1
31,31,hc,male,10,26.68,31+1
31,31,hc,male,50,28.68,31+1
31,31,hc,male,90,30.68,31+1
31,31,hc,male,95,31.25,31+1
31,31,hc,male,97,31.62,31+1
31,31,hc,male,3,26.0,31+3
31,31,hc,male,5,26.37,31+3
31,31,hc,male,10,26.94,31+3
31,31,hc,male,50,28.94,31+3
31,31,hc,male,90,30.93,31+3
31,31,hc,male,95,31.5,31+3
31,31,hc,male,97,31.87,31+3
31,31,hc,male,3,26.25,31+5
31,31,hc,male,5,26.62,31+5
31,31,hc,male,10,27.19,31+5
31,31,hc,male,50,29.19,31+5
31,31,hc,male,90,31.19,31+5
31,31,hc,male,95,31.75,31+5
31,31,hc,male,97,32.12,31+5
32,32,hc,male,3,26.51,32+0
32,32,hc,male,5,26.88,32+0
32,32,hc,male,10,27.44,32+0
32,32,hc,male,50,29.44,32+0
32,32,hc,male,90,31.44,32+0
32,32,hc,male,95,32.01,32+0
32,32,hc,male,97,32.38,32+0
32,32,hc,male,3,26.76,32+2
32,32,hc,male,5,27.13,32+2
32,32,hc,male,10,27.7,32+2
32,32,hc,male,50,29.7,32+2
32,32,hc,male,90,31.7,32+2
32,32,hc,male,95,32.26,32+2
32,32,hc,male,97,32.63,32+2
32,32,hc,male,3,27.02,32+4
32,32,hc,male,5,27.38,32+4
32,32,hc,male,10,27.95,32+4
32,32,hc,male,50,29.95,32+4
32,32,hc,male,90,31.95,32+4
32,32,hc,male,95,32.52,32+4
32,32,hc,male,97,32.88,32+4
32,32,hc,male,3,27.27,32+6
32,32,hc,male,5,27.64,32+6
32,32,hc,male,10,28.2,32+6
32,32,hc,male,50,30.2,32+6
32,32,hc,male,90,32.2,32+6
32,32,hc,male,95,32.77,32+6
32,32,hc,male,97,33.14,32+6
